Date	Station	BG_ID	Ochrophyta	Ochrophyta	Dinoflagellata	Protalveolata	Protalveolata	Protalveolata	Protalveolata	Protalveolata	Protalveolata	Protalveolata	Ochrophyta	Stramenopiles	Archaeplastida	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Chlorophyta	Bicosoecida	Bicosoecida	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Charophyta	Chlorophyta	Chlorophyta	Chlorophyta	Chlorophyta	Archaeplastida	Ochrophyta	Haptophyta	Haptophyta	Ochrophyta	Haptophyta	Ochrophyta	Ochrophyta	Chlorophyta	Cryptophyceae	Cryptophyceae	Cryptophyceae	Cryptophyceae	Cryptophyceae	Cryptophyceae	Ochrophyta	Ochrophyta	Chlorophyta	Chlorophyta	Dinoflagellata	Dinoflagellata	Ochrophyta	Ochrophyta	Dinoflagellata	Ochrophyta	Dinoflagellata	Stramenopiles	Ochrophyta	Cryptophyceae	Ochrophyta	Dinoflagellata	Dinoflagellata	Ochrophyta	Dinoflagellata	Dinoflagellata	Chlorophyta	Ochrophyta	Cryptophyceae	Ochrophyta	Cryptophyceae	Dinoflagellata	Ochrophyta	Haptophyta	Dinoflagellata	Cryptophyceae	Ochrophyta	Ochrophyta	Ochrophyta	Chlorophyta	Chlorophyta	Chlorophyta	Chlorophyta	Ochrophyta	Ochrophyta	Chlorophyta	Chlorophyta	Chlorophyta	Ochrophyta	Ochrophyta	Dinoflagellata	Bicosoecida	Ochrophyta	Dinoflagellata	Ochrophyta	Ochrophyta	Ochrophyta	Chlorophyta	Dinoflagellata	Bicosoecida	Ochrophyta	Haptophyta	Ochrophyta	Chlorophyta	Dinoflagellata	Dinoflagellata	Haptophyta	Cryptophyceae	Ochrophyta	Chlorophyta	Chlorophyta	Dinoflagellata	Dinoflagellata	Haptophyta	Haptophyta	Haptophyta	Ochrophyta	Haptophyta	Ochrophyta	Chlorophyta	Ochrophyta	Chlorophyta	Chlorophyta	Ochrophyta	Cryptophyceae	Ochrophyta	Chlorophyta	Opisthokonta	Chlorophyta	Ochrophyta	Ochrophyta	Dinoflagellata	Stramenopiles	Dinoflagellata	Dinoflagellata	Dinoflagellata	Dinoflagellata	Ochrophyta	Cryptophyceae	Chlorophyta	Ochrophyta	Dinoflagellata	Stramenopiles	Stramenopiles	Stramenopiles	Chlorophyta	Ochrophyta	Ochrophyta	Chlorophyta	Cryptophyceae	Charophyta
8/22/2017	13	SB166	0	0	0	36	0	0	0	2	0	0	7	2	0	0	0	0	2	11	0	0	0	0	0	0	15	15	0	0	0	23	0	0	0	8	0	0	0	0	0	338	0	0	0	198	0	443	0	0	0	416	0	0	0	0	0	0	15	0	130	0	0	1	0	68	17	0	0	0	0	56	1	5	0	89	36	0	0	0	57	74	0	68	0	0	174	0	0	0	0	0	0	0	0	2	36	0	169	0	0	6	0	3	0	0	0	0	0	0	12	0	12	0	7	0	0	0	0	0	0	0	0	9	0	7	0	0	0	0	0	0	0	8	34	18	0	0	0	1068	3	394	0	0	0	0	3	3	0	0	0	0
8/22/2017	18	SB167	0	0	28	29	0	0	0	5	0	23	0	8	0	0	0	0	0	5	0	0	0	0	0	6	118	0	0	0	0	16	0	0	0	3	0	0	0	0	0	31	0	0	0	21	0	7	0	11	0	203	5	0	0	0	2	3	14	0	13	0	0	7	2	32	104	0	0	0	0	16	26	24	5	95	6	0	3	0	2	0	0	3	2	0	23	0	0	0	5	0	0	0	11	2	69	0	34	0	0	0	0	0	0	0	0	6	0	0	27	0	1	4	3	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	23	14	0	2	0	0	128	0	90	0	0	0	0	0	0	0	0	0	0
8/22/2017	22	SB168	0	0	0	131	0	3	5	39	2	36	2	12	0	0	0	0	4	272	0	0	0	23	0	2	179	50	7	0	0	135	2	0	5	61	0	0	0	7	0	882	0	8	20	316	0	20	0	0	0	1275	21	0	0	26	21	0	95	0	576	0	0	0	0	147	86	0	0	0	0	217	13	59	19	959	95	0	0	0	17	85	0	37	3	0	497	0	0	0	2	0	0	0	34	15	327	0	1007	0	0	7	0	9	0	0	0	6	0	0	53	0	0	3	9	0	2	0	0	0	5	0	0	5	0	8	20	0	0	0	0	0	0	68	1	0	0	0	0	4764	0	217	0	12	0	0	3	3	0	2	0	0
8/22/2017	27	SB169	0	0	0	39	0	0	0	0	0	0	0	3	0	0	0	0	5	19	0	0	0	5	0	0	0	44	4	0	0	15	0	0	0	47	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	41	0	156	0	0	0	0	42	10	0	0	0	0	37	0	0	0	74	70	0	0	0	45	96	0	0	2	0	127	0	0	0	0	0	0	0	0	0	35	0	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	2	76	35	0	0	0	678	0	295	0	0	0	0	0	3	0	0	0	0
5/19/2015	34	SB17	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	62	23	4	0	0	0	0	0	9	0	0	0	0	10	6	0	0	6	0	0	0	0	0	91	0	8	0	0	0	0	0	0	0	5	0	0	0	0	0	7	16	31	10	0	0	0	0	3	0	0	0	3	0	38	0	0	0	31	36	0	0	0	0	7	0	40	730	0	16	0	0	0	141	0	0	0	0	0	142	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	20	78	0	0	0	0	0	0	20	1	0	0	0	0	75	0	482	0	9	4	0	11	0	0	0	0	0
8/22/2017	32	SB170	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	84	2	0	0	0	7	0	0	3	8	0	0	0	39	17	0	0	78	0	1	0	0	0	534	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	40	16	0	360	0	0	0	0	7	9	0	0	0	0	114	0	0	0	15	41	0	0	0	144	15	0	0	5	0	215	0	0	0	0	0	0	0	0	0	87	0	820	8	0	8	3	11	0	0	0	0	0	0	0	0	0	0	21	0	14	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	3	504	16	0	0	0	832	7	1974	0	0	0	0	6	0	0	0	0	0
8/22/2017	34	SB171	0	0	0	55	0	0	0	0	0	0	0	6	0	0	2	0	319	0	35	10	0	0	0	0	88	34	21	0	0	104	68	0	0	116	0	26	0	0	0	1477	0	3	0	0	0	283	6	0	2	423	0	0	0	0	0	24	25	0	625	0	0	0	0	25	45	0	0	0	0	206	0	2	0	9	156	0	0	0	306	13	0	4	6	0	101	0	0	2	9	0	0	0	0	0	169	0	647	42	0	17	5	30	0	5	0	0	0	0	0	0	0	0	3	0	39	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	17	1411	36	0	0	0	2449	52	3892	0	6	0	0	9	0	0	0	0	0
8/22/2017	657	SB172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	136	3	0	339	0	23	0	0	6	889	14	297	248	2710	0	0	0	0	77	0	5	0	7	1876	1378	0	0	0	95	0	0	0	0	68	0	873	0	0	0	0	16	0	0	0	0	0	0	1	0	114	0	0	0	80	0	0	0	0	2	0	0	68	0	3	0	0	1211	4	9	18	37	0	39	2	26	0	0	0	525	0	19	0	2	49	0	0	125	0	17	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	12	5	14	0	13	0	29	12	0	0	0	6	0	683	1330	0	0	0	16	28	0	291	0	0	25
8/30/2017	18	SB173	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	2	0	5	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
8/30/2017	22	SB174	0	0	140	338	0	7	19	58	6	85	20	0	0	0	3	0	4	261	0	13	7	26	0	6	48	44	0	0	0	77	2	0	0	46	0	0	0	3	0	738	0	2	20	401	0	140	0	22	0	3090	75	0	0	6	0	46	185	0	393	0	0	95	11	1375	287	0	0	0	0	258	217	869	34	2856	244	0	20	0	14	123	0	56	0	0	1322	0	0	0	16	356	0	0	28	3	67	3	1216	0	0	2	0	3	0	0	0	4	0	0	783	0	0	11	36	0	6	0	0	0	0	16	0	137	18	37	21	0	0	0	0	0	0	94	115	0	6	6	0	2962	0	399	0	6	0	0	11	4	0	3	0	0
8/30/2017	27	SB175	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	17	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	2	16	0	12	0	0	0	0	22	0	0	0	0	0	11	0	0	0	4	0	0	0	0	2	26	0	0	0	0	22	0	0	0	0	0	0	0	0	0	3	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	112	0	22	0	0	0	0	0	0	0	0	0	0
8/30/2017	32	SB176	0	0	0	16	0	0	0	5	0	0	0	18	0	0	2	0	148	20	0	11	0	41	0	0	0	276	84	0	0	50	2	0	0	117	0	0	0	0	2	2490	0	0	0	0	0	0	0	0	0	359	0	0	0	1	0	254	691	0	1247	0	0	0	0	90	46	0	0	0	0	391	0	0	0	3	324	0	0	0	866	1490	0	2	0	0	5428	0	0	0	2	0	0	0	0	0	239	0	23505	0	0	307	0	5	0	0	0	0	0	0	0	0	0	0	69	0	20	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	3	562	0	0	0	0	2539	6	839	4	2	0	0	0	0	0	0	0	0
8/30/2017	36	SB177	0	0	0	496	0	0	0	0	0	0	0	3	0	0	0	0	75	2	17	0	0	16	0	0	10	735	2	0	0	24	4	0	0	189	0	6	0	0	10	3022	0	0	0	0	0	43	0	0	0	826	0	0	0	2	0	322	202	0	960	0	0	0	0	192	134	0	0	0	0	675	0	0	0	5	191	0	0	0	1605	221	0	9	3	0	2323	0	0	0	5	0	0	0	0	0	302	0	14524	21	0	113	0	10	0	0	0	0	0	0	0	0	0	0	108	0	15	0	0	0	0	2	0	4	0	8	2	0	0	0	0	0	0	5	2363	7	0	0	0	3840	7	852	0	3	0	0	2	4	0	0	0	0
9/28/2017	18	SB178	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	10	0	0	0	0	0	21	0	0	0	0	0	0	0	0	4	0	0	2	0	4	4	0	0	0	0	0	7	0	0	5	0	0	0	0	1	2	0	0	0	0	17	0	0	0	0	34	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0
9/28/2017	22	SB179	0	0	321	186	4	0	26	35	18	91	218	2	0	0	2	0	17	380	0	0	5	69	9	5	12	20	4	0	7	31	2	0	0	62	0	0	0	50	0	799	0	0	0	1501	1	156	4	0	0	7665	87	0	3	5	0	8	627	0	389	0	26	1087	0	701	866	0	0	0	0	200	315	89	0	840	319	0	0	0	122	352	0	133	0	0	4514	0	0	0	11	12328	0	0	74	0	87	2	5673	0	0	74	0	9	0	0	0	22	0	0	156	0	0	0	81	0	29	0	0	3	0	6	0	229	24	17	45	0	0	0	0	0	0	204	0	0	0	0	0	5239	13	110	29	4	0	0	22	5	0	0	0	0
5/19/2015	657	SB18	0	0	0	2	0	0	0	0	0	0	0	0	523	0	0	0	319	0	0	154	0	45	0	0	2	654	0	0	375	789	0	0	0	0	0	0	12	0	7	2063	776	0	0	0	127	344	0	0	0	75	0	569	0	0	0	0	10	0	0	0	0	0	0	3	0	15	0	0	0	538	0	0	0	0	7	0	0	0	0	0	0	2	2040	7	0	75	98	4	17	0	78	0	0	0	650	0	353	0	0	130	0	0	55	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	36	0	37	0	3	0	19	0	0	0	0	0	0	0	845	0	2	0	27	89	0	0	0	0	0
9/28/2017	27	SB180	0	0	0	607	0	0	11	357	0	0	44	0	0	0	0	0	0	308	0	0	0	9	0	0	7	8	2	0	0	40	0	0	0	26	0	0	0	12	0	478	0	0	0	541	0	0	0	0	0	1075	0	0	0	21	0	12	86	0	185	0	0	0	0	24	373	0	33	0	0	191	4	2	0	356	301	0	0	0	12	440	0	38	0	0	385	0	0	0	0	0	0	0	0	0	16	0	617	3	0	5	0	2	0	0	0	0	0	0	0	0	29	0	27	0	34	0	0	0	0	0	0	0	0	31	73	0	0	0	0	0	0	144	13	7	0	0	0	1028	4	403	0	0	0	0	0	0	0	0	0	0
9/28/2017	32	SB181	0	0	0	939	0	0	7	55	0	0	0	5	0	0	0	0	3	116	0	12	0	64	0	0	0	38	19	0	0	33	10	0	0	123	0	7	0	0	9	3855	0	0	0	79	0	0	0	0	0	1208	0	0	0	0	0	6	742	0	1789	0	0	0	0	116	78	0	0	0	0	676	0	5	0	628	550	0	0	0	816	3228	0	15	2	0	5262	0	0	0	0	0	0	0	0	0	116	0	9346	9	0	23	0	20	0	0	0	0	0	0	0	0	0	0	99	0	27	0	0	0	0	0	0	0	0	3	21	0	0	0	0	0	0	248	166	15	0	0	0	4470	31	696	6	0	0	0	0	7	0	0	0	0
9/28/2017	36	SB182	0	0	0	1032	0	0	7	16	2	0	13	12	0	0	4	0	66	80	3	9	0	74	0	0	70	97	19	0	0	323	53	0	0	574	0	0	0	0	42	13632	2	0	0	0	0	0	0	0	0	2286	0	5	0	4	0	0	1219	0	6392	0	0	0	0	217	620	0	10	0	0	2384	0	813	0	1465	872	0	0	0	3087	3146	0	89	5	0	10067	0	0	30	0	0	0	0	0	0	309	0	31973	487	0	13	0	114	0	5	0	0	0	0	0	0	0	0	278	0	155	0	0	0	0	0	0	69	0	30	22	0	0	0	0	0	0	300	270	8	0	0	0	6757	43	2351	0	15	0	0	122	9	0	0	0	0
10/18/2017	6	SB183	0	0	0	285	0	0	0	0	30	0	0	0	0	0	0	0	141	31	0	0	0	41	0	382	68	526	0	0	87	101	6	0	0	11	0	0	0	0	0	2549	0	0	0	0	216	1032	2	0	0	1618	0	4	0	0	0	0	65	0	247	0	0	0	0	172	9	0	0	10	0	457	0	0	0	108	373	0	0	0	314	8	0	72	0	0	107	2	13	0	3	0	0	0	0	0	141	0	3075	0	0	34	0	49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	5	0	17	9	11	0	0	0	0	0	6	1393	13	0	0	0	1521	0	1340	11	0	0	3	331	0	0	5	0	0
10/18/2017	13	SB184	0	0	0	102	0	4	0	25	311	11	6	4	0	0	0	0	12	124	0	2	0	23	0	0	5	38	10	0	0	21	2	0	0	25	0	0	0	6	0	550	0	2	19	148	0	14	0	0	0	1262	5	0	0	0	0	4	229	0	307	0	0	13	0	138	214	0	0	0	0	122	3	4	0	842	128	0	0	0	214	188	0	28	0	0	426	0	0	0	36	10	0	0	13	0	35	2	500	0	0	23	0	2	0	0	0	6	0	0	4	0	0	0	16	0	0	0	0	0	0	0	0	30	0	18	20	0	0	0	0	0	0	147	0	3	0	0	0	1004	0	259	3	6	0	0	3	4	0	3	0	0
10/18/2017	18	SB185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
10/18/2017	22	SB186	0	0	2	142	0	0	0	53	555	16	8	42	0	0	0	0	28	384	0	2	0	7	7	0	35	16	0	0	0	49	0	0	0	28	0	0	0	27	0	410	0	0	48	154	3	7	9	0	0	3600	0	0	3	11	6	28	228	0	229	0	0	78	0	249	668	0	4	0	0	118	16	11	0	1787	144	0	0	0	50	169	0	31	0	0	250	0	0	0	93	89	0	0	63	0	102	13	289	0	0	16	0	20	0	0	0	18	0	0	19	9	0	0	17	0	0	0	0	0	4	0	0	65	0	49	84	0	0	0	0	0	0	238	0	0	0	2	0	1073	3	248	0	30	0	0	2	4	0	0	0	0
10/18/2017	27	SB187	0	0	0	0	0	5	0	15	10	0	2	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	8	0	0	0	0	0	27	0	0	0	12	0	0	0	0	0	57	0	0	0	0	0	0	3	0	8	0	0	0	0	10	6	0	0	0	0	8	0	0	0	106	4	0	0	0	0	25	0	5	0	0	14	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	16	6	0	0	0	0	0	0	14	1	3	0	0	0	87	0	15	0	0	0	0	0	0	0	0	0	0
10/18/2017	32	SB188	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	6	4	2	0	0	3	0	0	2	0	0	0	0	16	0	0	0	29	0	0	0	0	0	214	0	0	0	15	0	0	0	0	0	62	0	0	0	0	0	0	18	0	135	0	0	0	0	16	12	0	0	0	0	65	0	0	0	190	58	0	0	0	44	55	0	9	5	0	79	0	0	0	0	1	0	0	0	0	15	0	211	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	6	0	15	0	0	0	0	0	0	0	13	0	0	0	0	0	237	0	188	0	0	0	0	20	0	0	0	0	0
10/18/2017	34	SB189	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	3	2	0	0	2	0	0	16	0	0	0	0	35	0	0	0	2	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	27	0	0	0	2	0	0	2	0	60	0	0	0	0	14	8	0	0	0	0	36	0	0	0	72	23	0	0	0	4	7	0	6	11	0	36	0	0	5	0	0	0	0	0	0	13	0	137	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	73	0	125	0	4	0	0	278	0	0	0	0	0
5/27/2015	18	SB19	0	15	692	671	0	49	29	66	59	64	106	63	0	0	0	0	119	1196	0	0	0	27	0	16	157	49	0	0	0	386	28	0	1	193	0	13	0	101	0	1368	0	5	38	619	0	0	29	0	0	5503	6	0	19	14	3	90	699	7	684	0	0	214	26	2652	1335	0	0	0	10	361	126	5	0	1313	493	6	21	0	41	67	0	309	2584	0	319	0	0	0	90	0	0	6	371	0	410	5	298	0	0	18	0	78	0	0	0	34	0	30	193	0	0	64	23	12	0	2	0	2	80	0	6	1585	4	148	678	0	0	0	0	0	0	519	0	0	0	2	0	3463	25	5222	0	26	14	0	114	10	0	12	0	0
10/18/2017	657	SB190	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	31	0	0	465	0	18	0	4	0	496	0	2	42	61	0	0	0	0	20	0	0	0	6	1630	1088	0	0	0	46	147	0	0	0	63	0	478	0	0	0	0	50	0	0	0	0	0	0	5	0	0	0	0	0	287	0	0	0	5	0	0	0	30	0	2	0	0	333	2	0	61	0	0	5	0	117	0	0	0	322	0	99	0	0	16	0	0	8	0	120	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	19	0	4	0	0	0	20	1	0	0	0	1	0	48	1323	0	0	0	0	3	0	16	0	0	0
10/27/2017	18	SB191	0	0	4	60	0	0	0	5	15	0	6	3	0	0	0	0	11	96	0	0	0	8	0	0	5	3	0	0	0	39	0	0	0	17	0	0	0	11	3	156	0	0	0	39	0	12	4	0	0	1132	3	0	0	0	0	31	68	0	98	0	0	69	0	212	162	0	0	0	0	72	15	2	0	391	74	0	3	0	33	46	0	25	0	0	185	0	0	0	10	0	0	0	12	0	8	3	311	0	0	5	0	6	0	0	0	6	0	0	27	0	0	13	11	0	3	0	0	0	0	0	0	46	0	16	26	0	0	0	0	0	0	18	0	0	7	0	0	623	0	263	0	2	0	0	3	4	0	2	0	0
10/27/2017	22	SB192	0	0	0	42	0	0	0	7	0	0	0	0	0	0	0	0	4	44	0	0	0	4	0	0	0	5	0	0	0	3	0	0	0	6	0	0	0	15	0	99	0	0	0	7	0	0	0	0	0	846	13	0	2	0	0	6	48	0	32	0	0	13	0	180	132	0	0	0	2	41	1	0	0	243	33	0	0	0	18	30	0	6	0	0	61	0	0	0	0	0	0	0	5	0	10	2	131	0	0	0	0	5	0	0	0	2	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	25	0	5	7	0	0	0	0	0	0	3	0	0	0	0	0	298	0	78	0	0	0	0	7	0	0	0	0	0
10/27/2017	27	SB193	0	0	0	152	0	17	0	326	57	0	79	18	0	0	0	0	0	389	0	0	0	8	0	0	0	22	0	0	0	225	9	0	0	62	0	18	0	0	0	959	0	0	0	348	0	0	0	0	0	1563	0	0	0	7	0	18	184	0	362	0	0	0	0	4279	73	0	0	0	0	350	520	0	0	444	220	0	0	0	15	396	0	143	0	0	457	0	0	0	0	0	0	0	2	0	52	0	161	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	14	0	0	248	0	186	66	0	0	0	0	0	0	140	0	0	0	0	0	4705	0	458	1	11	0	0	7	11	0	0	0	0
10/27/2017	32	SB194	0	0	0	179	0	0	0	32	9	0	0	0	0	0	0	0	3	202	0	0	0	8	0	0	0	16	4	0	0	25	16	0	0	44	0	0	0	6	2	784	0	0	0	18	0	1	0	0	0	627	0	0	0	7	0	5	205	0	314	0	0	0	0	137	18	0	2	0	0	192	4	12	0	239	165	0	0	0	42	336	0	33	0	0	526	0	0	0	0	0	0	0	0	0	58	0	1460	0	0	8	0	13	0	0	0	0	0	0	0	0	40	0	14	0	5	0	0	0	0	0	0	44	0	33	9	0	0	0	0	0	0	58	0	0	0	0	0	2915	0	105	4	0	0	0	45	0	0	0	0	0
10/27/2017	36	SB195	0	0	0	401	0	7	8	119	212	0	3	15	0	0	0	0	11	679	0	0	0	92	0	0	113	198	2	0	0	406	38	0	0	248	0	2	0	0	21	5707	0	0	0	0	0	401	0	0	0	2398	0	0	0	99	0	12	1260	0	2323	0	0	0	0	427	131	0	2	0	0	1344	40	13	0	807	482	0	0	0	292	998	0	208	342	0	2534	0	0	188	2	0	0	0	0	0	263	0	12802	133	0	36	2	43	0	0	0	2	0	0	0	0	0	0	0	0	117	0	0	0	0	6	0	150	0	137	3	0	9	0	0	0	0	319	0	0	0	0	0	11196	3	488	1	31	0	0	1854	12	0	0	0	0
11/14/2017	6	SB196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0
11/14/2017	13	SB197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
11/14/2017	18	SB198	17	0	0	78	0	8	12	3	21	0	2	4	0	3	0	0	14	211	0	0	0	0	0	0	29	23	0	0	0	111	0	0	0	5	0	0	0	3	0	114	0	2	6	80	0	0	2	0	0	1572	24	2	0	6	0	48	88	0	86	0	0	0	0	163	275	0	0	0	0	29	9	0	3	253	60	0	19	0	3	12	0	28	0	0	104	0	0	0	41	0	0	0	13	0	49	4	80	0	0	2	0	3	0	0	0	18	0	0	6	4	0	0	8	2	14	16	0	0	0	0	0	31	0	12	13	0	0	0	0	0	0	62	0	0	3	953	0	373	0	129	0	0	0	0	3	0	0	2	0	0
11/14/2017	22	SB199	6	0	0	49	0	2	8	7	0	0	4	8	0	0	0	0	10	196	0	0	0	5	0	0	15	77	0	0	0	54	0	0	0	19	0	0	0	3	0	116	0	0	4	60	0	0	3	0	0	1539	50	0	0	14	4	41	43	0	54	0	0	0	0	108	167	0	0	0	0	62	15	3	0	188	45	0	16	0	2	11	6	21	2	0	61	0	0	0	20	0	0	0	6	0	20	0	92	0	0	2	0	3	0	0	0	4	0	0	14	0	0	0	3	0	9	20	0	0	0	0	0	12	0	9	4	0	0	0	0	0	0	35	0	0	8	695	0	442	0	128	0	4	0	0	2	0	0	0	0	0
3/13/2015	22	SB2	0	0	16	76	4	30	0	12	20	46	42	9	5	0	0	3	11	305	0	0	0	8	2	8	54	153	0	0	3	248	10	0	0	61	0	2	0	308	0	243	0	0	25	370	0	0	0	0	0	1246	0	0	378	16	8	23	126	0	215	2	0	11	10	683	267	0	0	0	2	64	165	5	5	571	161	0	3	0	0	13	0	65	123	0	220	0	0	0	0	0	0	0	87	0	116	3	215	0	0	4	0	5	0	0	0	2	0	0	473	0	0	15	26	2	12	3	0	2	13	0	0	296	4	39	72	0	0	0	0	0	0	70	0	24	0	0	0	692	0	1243	9	5	0	0	10	0	0	0	0	0
5/27/2015	22	SB20	0	22	17	91	0	15	0	7	17	10	4	14	0	0	0	0	61	162	0	5	0	6	0	0	9	10	0	0	0	66	4	0	0	9	0	0	0	9	0	162	0	0	26	90	0	0	3	0	0	536	0	0	12	4	0	0	140	2	73	0	0	36	0	281	160	0	0	0	0	51	22	0	0	315	98	0	0	0	3	0	0	36	753	0	31	0	0	0	8	0	0	0	27	0	56	0	50	0	0	0	0	15	0	0	0	0	0	0	19	0	0	0	6	4	7	0	0	0	6	0	0	219	0	54	212	0	0	0	0	0	0	109	0	7	0	0	0	380	0	925	0	2	0	0	68	2	0	0	0	0
11/14/2017	27	SB200	2	0	0	72	0	0	0	3	0	0	5	0	0	0	0	0	7	222	0	0	0	0	0	0	6	21	0	0	0	138	4	0	0	30	0	2	0	0	0	176	0	0	0	218	0	0	4	0	0	294	0	0	0	0	0	0	64	0	128	0	0	0	0	107	7	0	2	0	0	59	0	0	0	343	64	0	0	0	0	25	0	74	2	0	100	0	0	0	8	0	0	0	0	0	4	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	4	0	0	0	7	0	0	74	0	72	108	0	0	0	0	0	0	18	0	0	0	0	0	298	0	126	0	6	0	0	0	4	0	0	0	0
