Date	Station	BG_ID	Ochrophyta	Ochrophyta	Dinoflagellata	Protalveolata	Protalveolata	Protalveolata	Protalveolata	Protalveolata	Protalveolata	Protalveolata	Ochrophyta	Stramenopiles	Archaeplastida	Ochrophyta	Ochrophyta	Ochrophyta	Bacillariophyceae	Chlorophyta	Bicosoecida	Bicosoecida	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Ochrophyta	Charophyta	Chlorophyta	Chlorophyta	Chlorophyta	Chlorophyta	Archaeplastida	Ochrophyta	Haptophyta	Haptophyta	Ochrophyta	Haptophyta	Ochrophyta	Ochrophyta	Chlorophyta	Cryptophyceae	Cryptophyceae	Cryptophyceae	Cryptophyceae	Cryptophyceae	Cryptophyceae	Ochrophyta	Ochrophyta	Chlorophyta	Chlorophyta	Dinoflagellata	Dinoflagellata	Ochrophyta	Ochrophyta	Dinoflagellata	Ochrophyta	Dinoflagellata	Stramenopiles	Ochrophyta	Cryptophyceae	Ochrophyta	Dinoflagellata	Dinoflagellata	Ochrophyta	Dinoflagellata	Dinoflagellata	Chlorophyta	Ochrophyta	Cryptophyceae	Ochrophyta	Cryptophyceae	Dinoflagellata	Ochrophyta	Haptophyta	Dinoflagellata	Cryptophyceae	Ochrophyta	Ochrophyta	Ochrophyta	Chlorophyta	Chlorophyta	Chlorophyta	Chlorophyta	Ochrophyta	Ochrophyta	Chlorophyta	Chlorophyta	Chlorophyta	Ochrophyta	Ochrophyta	Dinoflagellata	Bicosoecida	Ochrophyta	Dinoflagellata	Ochrophyta	Ochrophyta	Ochrophyta	Chlorophyta	Dinoflagellata	Bicosoecida	Ochrophyta	Haptophyta	Ochrophyta	Chlorophyta	Dinoflagellata	Dinoflagellata	Haptophyta	Cryptophyceae	Ochrophyta	Chlorophyta	Chlorophyta	Dinoflagellata	Dinoflagellata	Haptophyta	Haptophyta	Haptophyta	Ochrophyta	Haptophyta	Ochrophyta	Chlorophyta	Ochrophyta	Chlorophyta	Chlorophyta	Ochrophyta	Cryptophyceae	Ochrophyta	Chlorophyta	Opisthokonta	Chlorophyta	Ochrophyta	Ochrophyta	Dinoflagellata	Stramenopiles	Dinoflagellata	Dinoflagellata	Dinoflagellata	Dinoflagellata	Ochrophyta	Cryptophyceae	Chlorophyta	Ochrophyta	Dinoflagellata	Stramenopiles	Stramenopiles	Stramenopiles	Chlorophyta	Ochrophyta	Ochrophyta	Chlorophyta	Cryptophyceae	Charophyta
1/23/2017	36	SB120	0	0	0	141	0	0	0	2	0	18	77	37	0	0	0	0	20	429	0	71	0	87	0	0	129	40	0	0	65	142	27	28	0	112	0	2	0	9	0	1446	0	2	26	0	0	0	0	0	0	11762	0	11	7	0	0	93	142	0	321	0	0	0	0	224	0	0	0	0	0	309	0	0	0	405	362	0	0	0	0	0	5	13	509	0	68	0	5	467	8	0	0	0	0	0	986	0	491	23	4	85	0	86	0	0	0	0	0	0	13	0	0	0	39	15	0	0	18	6	24	0	0	388	0	30	137	0	0	0	4	8	0	30	0	0	0	0	0	7961	0	633	0	97	0	0	66	0	0	0	0	0
2/8/2017	18	SB124	0	0	33	59	0	0	0	6	14	10	13	0	0	0	0	0	0	69	0	0	0	27	0	0	6	8	0	0	0	33	15	0	0	30	0	0	0	0	0	210	0	0	0	42	2	0	0	0	0	522	14	2	0	13	0	10	138	0	37	0	0	0	0	73	53	0	0	0	0	16	0	3	0	43	48	0	0	0	0	0	0	7	66	0	21	0	0	2	4	2	0	0	0	0	96	0	104	0	0	8	0	8	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	38	0	2	216	0	0	0	0	0	0	22	0	0	0	2	0	224	0	216	2	0	0	0	4	0	0	0	0	0
2/17/2017	27	SB125	0	0	32	114	0	0	0	6	0	45	388	98	0	0	0	0	3	2404	0	20	0	81	0	0	47	40	0	0	25	192	17	0	0	246	0	0	0	2	2	2048	0	3	29	0	0	0	0	0	0	606	5	3	20	0	0	359	380	0	1044	0	0	0	0	267	17	0	0	0	0	325	0	0	0	143	403	0	0	0	0	0	35	31	1200	0	121	0	2	6	2	0	0	0	5	0	225	0	1521	0	0	63	0	17	0	0	0	0	0	0	0	0	0	0	13	3	0	0	2	0	16	0	0	157	0	38	163	0	0	0	0	0	0	128	0	0	0	0	0	1123	0	220	50	39	0	6	77	0	0	0	0	0
2/17/2017	32	SB126	0	0	0	940	0	0	0	0	1	168	189	76	0	0	0	0	229	1875	0	10	0	118	0	0	542	274	0	0	77	194	28	0	0	289	0	0	0	0	0	6494	0	15	38	0	0	0	13	0	0	19750	0	0	2	0	0	404	256	0	1195	0	0	0	0	536	274	0	0	0	0	573	0	0	0	137	2890	0	0	0	0	0	20	38	1572	0	62	0	15	133	23	0	0	0	0	0	478	0	1578	0	0	58	0	100	0	0	0	0	0	0	11	0	0	0	19	1	0	0	5	1	23	0	5	1983	0	95	280	0	0	0	0	0	0	111	0	0	0	0	0	3880	4	430	0	16	0	0	1165	0	0	0	0	0
2/17/2017	36	SB127	0	2	0	1274	0	0	0	0	0	184	119	96	0	0	0	0	255	2482	0	46	0	261	0	0	1537	298	0	0	206	287	45	0	0	417	0	0	0	0	0	10870	0	30	56	0	0	0	25	0	0	22151	0	1	9	0	0	359	331	0	1690	0	0	0	0	477	342	0	0	0	0	1161	0	3	0	134	3845	0	0	0	0	0	43	41	2722	0	76	0	11	199	5	0	0	0	0	0	999	0	2588	0	0	172	0	176	0	0	0	0	0	0	0	2	0	0	26	3	0	0	2	0	61	0	0	3042	0	100	625	0	0	0	0	35	0	237	0	0	0	0	0	4354	3	777	0	44	0	0	1076	0	0	0	0	0
3/7/2017	18	SB128	0	0	0	624	0	0	0	19	0	19	907	50	0	0	0	0	66	916	0	81	0	591	0	0	412	228	8	0	428	514	52	0	0	106	0	0	0	2	0	7631	55	18	8	0	102	489	0	0	0	5461	0	755	7	38	0	3	1682	0	186	0	0	0	0	361	132	0	0	0	0	267	0	3	0	63	361	0	0	1	3	0	6	8	12483	27	121	14	0	14	7	0	4	0	0	0	2064	0	918	0	331	146	0	28	0	0	0	3	37	0	0	10	0	12	3	0	0	0	5	28	20	0	0	837	0	147	1414	44	5	0	0	2	0	378	0	0	0	0	0	2324	0	4	212	79	0	113	80	0	0	0	0	0
3/7/2017	22	SB129	0	0	0	26	0	0	0	2	0	3	553	42	0	0	0	0	0	380	0	0	0	13	0	0	70	6	0	0	100	149	12	0	0	34	0	0	0	0	0	1567	0	0	0	0	0	0	0	0	0	756	7	6	28	0	0	0	1323	0	117	0	0	0	0	197	23	0	0	0	0	43	0	4	0	4	51	0	0	0	0	0	0	0	2442	0	27	0	3	4	0	0	0	0	0	0	45	0	534	0	2	25	0	9	0	0	0	0	0	0	0	0	0	0	28	9	0	0	4	3	31	0	0	383	0	69	2055	0	0	0	0	0	0	7	80	0	0	0	0	1232	8	161	43	14	0	2	108	0	0	0	0	0
5/19/2015	18	SB13	0	20	247	1094	0	57	45	12	48	249	39	37	294	6	0	21	150	1013	0	5	0	44	0	20	733	395	0	0	0	407	21	0	0	141	0	5	0	76	0	641	0	12	144	417	0	0	35	131	0	2563	0	0	239	29	36	45	604	7	582	0	0	0	85	1628	1346	0	0	0	26	200	348	7	0	1854	717	57	28	0	5	44	0	313	1882	0	387	0	0	0	130	0	0	7	589	0	657	23	373	0	0	41	0	26	0	3	0	34	0	83	68	0	0	21	82	14	1	13	0	6	67	0	0	692	0	270	1852	0	0	0	0	0	0	245	0	17	0	63	0	1614	0	6319	10	26	0	0	22	0	0	0	0	0
3/7/2017	27	SB130	0	0	0	0	0	0	0	12	0	0	401	55	0	0	0	0	0	1614	0	0	0	26	0	0	47	21	0	0	28	142	15	0	0	77	0	0	0	0	0	3292	0	0	7	0	0	0	4	0	0	365	0	0	10	0	0	0	1823	0	318	0	0	0	0	90	98	0	0	0	0	42	0	0	0	3	147	0	0	0	0	0	1	42	2672	0	39	0	0	12	0	0	0	0	0	0	38	0	2705	0	0	95	0	16	0	0	0	0	0	0	0	0	0	0	39	3	0	0	1	2	20	0	0	106	0	134	398	0	0	0	0	0	0	28	0	0	0	0	0	1851	0	368	39	21	0	0	196	0	0	0	0	0
3/7/2017	32	SB131	0	2	0	9	0	0	0	3	0	6	589	80	0	0	0	0	46	2425	0	83	0	131	0	0	792	369	0	0	78	467	85	0	0	264	0	0	0	0	0	24695	0	7	10	0	0	0	9	0	0	3579	0	0	6	0	0	0	880	0	673	0	0	0	0	18	35	0	0	0	0	256	0	0	0	8	1564	0	0	0	0	0	0	69	6894	0	65	0	12	147	4	0	0	0	0	0	348	0	3558	0	0	143	0	66	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	6	27	0	0	933	0	105	549	0	0	0	0	54	0	318	0	2	0	0	0	5284	0	2198	29	60	0	0	254	0	0	0	0	0
3/7/2017	36	SB132	0	0	0	10	0	0	0	1	0	2	95	40	0	0	0	0	85	823	0	10	0	74	0	0	601	248	0	0	175	211	42	0	0	98	0	0	0	0	0	14799	2	4	6	0	0	159	3	0	0	2366	0	0	2	0	0	0	445	0	288	0	0	0	0	0	20	0	0	0	0	130	0	0	0	6	1011	0	0	0	0	0	2	29	3798	0	27	0	4	54	0	0	0	0	0	0	254	0	919	0	0	116	0	17	0	0	0	0	0	0	0	0	0	0	15	0	0	0	2	5	8	0	0	243	0	18	521	0	0	0	0	133	0	217	0	0	0	0	0	2420	0	1370	0	32	0	2	60	0	0	0	0	0
4/4/2017	18	SB133	0	0	339	1716	25	3	8	0	0	3	67	18	0	0	0	0	4	76	0	2	0	154	0	0	770	36	0	0	77	242	51	0	0	166	0	0	0	35	0	4516	0	25	22	0	83	0	3	0	0	3905	4	86	155	5	0	0	384	0	38	0	0	0	0	288	1351	0	0	0	0	123	0	48	0	219	470	0	0	0	0	0	19	3	328	0	148	0	3	3	0	0	0	0	0	0	462	5	112	0	5	79	0	20	0	0	0	11	0	0	1066	0	0	152	37	8	9	0	2	18	84	0	6	1032	0	224	473	6	2	0	0	0	0	151	0	0	0	11	0	923	93	4343	37	64	0	58	89	0	0	0	0	0
4/4/2017	22	SB135	0	0	11	98	3	0	0	2	0	0	20	4	0	0	0	0	0	13	0	0	0	3	0	0	274	0	0	0	9	51	7	0	0	30	0	0	0	11	0	296	0	0	2	0	3	0	0	0	0	609	2	2	49	0	0	0	104	0	9	0	0	0	0	60	233	0	0	0	0	13	16	6	2	214	148	0	0	0	0	0	4	2	42	0	41	0	0	0	0	0	0	0	0	0	30	0	16	0	0	8	0	0	0	0	0	0	0	0	243	0	0	12	20	2	0	0	0	0	23	0	0	112	0	39	12	0	0	0	0	0	0	25	0	0	0	0	0	126	9	347	10	4	0	0	14	0	0	0	0	0
4/4/2017	27	SB136	0	0	634	1049	38	0	0	29	25	10	176	42	0	0	0	0	0	202	0	0	0	52	0	0	1361	46	0	0	181	301	18	0	0	375	0	0	0	754	0	1226	0	5	61	0	0	0	0	0	0	5760	0	0	359	0	0	0	421	0	131	0	0	13	0	310	1151	0	0	0	0	113	26	25	0	2141	1652	0	0	0	0	0	53	39	562	0	515	0	5	3	0	0	0	0	0	0	131	0	64	0	0	19	0	24	0	0	0	0	0	0	2193	0	0	72	140	31	125	0	15	20	215	0	18	1081	0	195	3	0	0	0	0	0	0	617	418	0	0	0	0	1446	824	2306	38	4	0	0	65	0	0	0	0	0
4/4/2017	32	SB137	0	0	8	2901	3	0	0	3	23	2	227	200	0	0	0	0	42	159	5	0	0	61	0	0	2778	149	0	0	127	938	62	0	0	446	0	0	0	282	0	4969	0	174	144	0	0	0	0	0	1	11934	0	0	365	2	0	0	173	0	509	0	0	0	0	159	5647	0	0	0	0	671	0	201	0	726	3000	0	0	0	4	0	69	279	3262	0	340	0	142	33	2	0	0	0	0	0	416	0	110	2	0	46	0	11	0	0	0	0	0	0	390	0	0	203	280	17	100	0	19	11	535	0	0	2751	0	820	48	0	0	0	0	0	0	354	522	0	0	0	0	1349	137	5328	0	29	0	5	413	0	0	0	0	0
4/4/2017	36	SB138	0	0	0	37	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	44	5	0	0	6	29	0	0	0	10	0	0	0	0	0	104	0	11	4	0	0	0	0	0	0	134	0	0	6	0	0	0	5	0	6	0	0	0	0	2	72	0	0	0	0	11	0	0	0	5	63	0	0	0	0	0	7	8	64	0	0	0	0	0	0	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	32	0	30	12	0	0	0	0	0	0	6	9	0	0	0	0	31	0	71	0	0	0	0	7	0	0	0	0	0
5/19/2015	22	SB14	0	93	35	168	0	55	7	27	10	7	6	3	0	0	0	12	123	268	0	0	2	21	0	0	46	322	0	0	0	158	3	0	0	42	0	5	0	11	0	324	0	23	58	116	0	0	7	6	0	535	1	0	69	2	0	8	173	31	120	0	0	0	0	269	150	0	0	0	0	125	0	0	0	916	365	0	0	0	0	3	0	168	1852	0	63	0	0	0	3	0	0	1	4	0	175	0	55	0	0	3	0	20	0	0	0	0	0	0	11	0	0	0	13	0	11	0	0	0	16	0	0	668	0	164	475	0	0	0	0	0	0	171	0	60	0	0	0	670	0	1455	0	15	12	0	22	9	0	3	0	0
4/18/2017	18	SB142	0	0	500	6410	0	2	3	0	0	26	195	26	0	0	0	0	4	242	0	5	0	320	0	8	226	94	0	2	30	610	43	0	0	158	0	0	0	129	0	10166	0	10	92	0	249	0	12	0	0	4905	25	212	24	0	0	10	384	0	126	0	0	0	0	657	3173	0	0	0	0	387	0	11	0	91	596	0	3	0	0	0	0	102	136	0	298	0	10	1	2	0	5	0	0	0	795	3	338	0	0	26	0	152	0	0	0	8	0	0	1257	0	0	213	19	10	4	0	2	19	17	0	0	1136	0	444	799	6	0	2	0	0	0	46	0	0	0	2	0	1956	60	3450	7	140	0	59	277	0	0	0	0	0
4/18/2017	22	SB143	0	0	92	1064	0	15	1	0	3	29	393	37	0	0	0	0	0	1336	0	0	0	78	0	4	106	275	0	0	28	1537	30	0	0	135	0	27	0	1940	13	7581	0	0	75	0	0	0	0	0	0	6735	0	12	49	2	0	5	676	0	713	0	0	0	0	463	1282	0	0	0	0	216	0	0	0	77	1183	0	0	0	0	0	0	423	142	0	942	0	0	3	0	0	0	0	0	0	127	0	858	0	0	39	0	24	0	0	0	13	0	0	1572	0	0	34	119	32	33	0	0	12	18	0	4	983	0	422	15	0	0	0	0	0	0	82	0	0	0	0	0	2770	112	610	0	10	0	0	279	0	0	0	0	0
4/18/2017	36	SB146	0	0	0	3250	0	16	0	0	0	3	25	70	0	0	0	0	61	983	0	17	0	148	0	0	948	257	0	0	102	1259	17	0	0	213	0	0	0	49	0	6336	0	93	115	0	0	3560	0	0	46	925	0	0	11	0	0	6	126	0	1523	0	0	0	0	8	158	0	0	0	0	758	0	2	0	70	677	0	0	0	14	0	22	4202	4907	0	597	0	117	13	0	0	0	0	0	0	739	0	1727	0	0	267	1	280	0	0	0	0	0	0	80	0	0	20	7	33	20	0	2	0	202	0	0	1147	0	714	1216	0	0	0	0	0	0	49	679	0	0	0	0	1465	8	3370	0	89	0	4	147	0	0	0	0	0
5/17/2017	32	SB148	0	0	2	16	0	0	0	9	0	0	0	0	0	0	0	0	100	3	20	0	0	25	0	0	7	53	0	0	0	93	14	0	0	7	0	0	0	0	4	2158	0	0	0	0	0	0	0	0	0	47	0	0	0	18	0	111	136	0	208	0	0	0	0	303	140	0	0	0	0	91	0	0	0	0	7	0	0	0	375	0	8	72	0	0	85	0	2	0	2	0	0	0	0	0	170	0	4477	0	0	27	0	31	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	6	0	3	0	0	0	0	0	0	0	0	14	0	0	0	0	336	0	5628	4	0	0	2	113	0	0	3	0	0
5/17/2017	36	SB149	0	0	0	16	0	0	0	141	0	0	11	5	0	0	0	0	90	5	4	2	0	48	0	0	170	270	0	0	0	298	48	0	0	58	0	0	0	4	21	4195	0	4	0	0	0	230	0	0	0	226	0	0	0	139	0	154	267	0	501	0	0	0	0	377	1612	0	0	0	0	371	0	0	0	2	178	0	0	0	725	0	0	916	189	0	58	0	7	0	0	0	0	0	0	0	357	0	7366	0	0	6	0	102	0	4	0	0	0	0	0	0	0	0	6	0	1	0	8	0	0	0	0	121	0	22	1	0	0	0	0	0	0	2	202	0	0	0	0	457	0	2832	0	24	0	0	163	0	0	0	0	0
5/19/2015	27	SB15	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	3	7	5	0	0	0	2	0	0	0	4	0	0	0	6	0	0	0	2	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	26	0	0	0	0	0	0	13	6	4	0	0	0	0	3	0	0	0	0	0	8	0	0	0	16	14	0	0	0	0	0	0	20	78	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	17	0	6	16	0	0	0	0	0	0	6	0	5	0	0	0	38	0	52	5	0	0	0	0	0	0	0	0	0
6/6/2017	18	SB150	0	0	1401	246	0	22	2	14	13	223	107	18	0	0	0	0	14	79	0	0	0	15	0	0	38	95	0	0	0	120	13	0	11	6	0	0	0	809	0	2183	0	0	0	456	0	0	8	0	0	4939	1	0	0	4	0	19	177	0	470	0	0	0	2	1149	991	0	0	0	5	210	839	4	0	12	207	0	0	0	27	0	0	99	3	0	515	0	0	0	20	0	0	0	0	0	83	10	1839	0	0	76	0	9	0	0	0	4	0	0	651	0	0	173	10	0	0	0	0	7	0	0	0	56	0	157	32	0	0	0	0	0	286	96	220	0	0	0	0	1395	1053	204	16	0	0	0	440	0	0	0	0	0
6/6/2017	22	SB151	0	0	138	89	0	0	2	0	0	18	36	2	0	0	0	0	8	19	0	0	0	3	0	0	14	6	0	0	0	24	10	0	5	0	0	0	0	159	0	833	0	0	0	114	0	0	0	0	0	1484	0	0	2	0	0	0	63	0	91	0	0	0	0	260	214	0	0	0	0	72	82	5	0	3	86	0	0	0	32	0	0	43	6	0	119	0	0	0	6	0	0	0	0	0	26	2	663	0	0	22	0	5	0	0	0	0	0	2	234	0	0	2	10	2	0	0	0	0	0	0	0	18	0	38	35	0	0	0	0	0	106	13	12	0	0	0	0	590	432	82	0	8	0	0	136	0	0	0	0	0
6/6/2017	27	SB152	0	0	0	113	0	104	0	36	3	14	30	21	0	0	0	0	5	1044	0	11	0	109	0	0	20	431	0	0	0	836	18	0	5	50	0	4	0	52	4	15649	0	0	0	2502	0	0	2	2	0	2125	0	0	0	12	0	259	1797	0	2947	0	0	0	0	505	330	0	0	0	0	1251	0	0	0	201	617	0	0	0	545	0	0	177	11	0	4811	0	0	0	0	0	0	0	0	0	307	7	12127	0	0	293	0	9	0	0	0	2	0	0	83	0	0	0	39	4	0	0	0	7	0	0	0	25	0	390	9	0	0	0	0	0	24	146	9	0	0	0	0	5577	61	1519	68	14	0	2	335	0	0	0	0	0
6/6/2017	32	SB153	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	38	2	0	0	0	4	0	0	21	150	0	0	0	80	2	0	0	13	0	0	0	0	2	6971	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	107	261	0	460	0	0	0	0	134	41	0	0	0	0	264	0	0	0	16	65	0	0	0	7923	0	0	22	2	0	322	0	0	0	2	0	0	0	0	0	126	0	13536	5	0	43	0	20	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	1049	0	4634	6	0	0	0	6	0	0	0	0	0
6/6/2017	36	SB154	0	0	2	0	0	0	0	5	0	2	0	2	0	0	0	0	106	2	0	0	0	0	0	0	162	443	0	0	0	190	18	0	0	66	0	0	0	2	11	4774	0	0	0	0	0	0	0	0	25	119	0	0	0	0	0	221	199	0	388	0	0	0	0	6	255	0	0	0	0	282	1	0	0	9	156	0	0	0	5230	0	0	120	10	0	217	0	0	2	0	0	0	0	0	0	175	0	14964	0	0	60	14	37	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	33	0	0	0	0	0	0	0	11	0	0	0	0	0	722	2	10839	0	6	0	2	29	0	0	0	0	0
6/22/2017	18	SB155	0	6	217	20	0	0	0	0	1	34	0	2	0	0	0	0	49	0	0	0	0	0	0	0	363	9	0	0	0	0	0	0	0	2	0	0	0	6	0	20	0	0	0	13	0	0	2	0	0	1498	0	0	0	0	5	0	33	0	13	0	0	0	0	51	10	0	0	0	3	0	989	0	0	28	5	0	0	0	9	0	0	5	2	0	18	0	2	0	27	0	0	0	7	0	8	3	31	0	0	5	0	3	0	0	0	0	0	8	9	0	0	17	0	2	0	0	0	0	3	0	0	3	2	0	74	0	0	0	0	0	0	7	5	0	0	0	0	39	61	393	0	9	0	0	28	0	0	0	0	0
6/22/2017	22	SB156	0	0	1260	755	0	0	0	39	0	792	38	28	0	0	0	0	94	13	3	0	2	17	0	11	1284	62	0	0	0	55	11	0	24	13	0	0	0	25	0	389	0	0	5	147	0	0	7	0	0	11137	0	0	0	54	0	74	488	0	330	0	0	0	0	1078	94	0	0	0	0	86	382	5	0	155	306	0	0	0	103	0	0	62	7	0	300	0	0	0	48	0	0	0	0	0	137	11	990	0	0	74	0	63	0	0	0	2	0	44	361	0	0	31	48	0	0	9	0	3	3	0	0	77	0	26	374	0	0	0	0	0	0	87	96	0	0	2	0	1809	440	1104	14	9	0	0	109	4	0	0	0	0
6/22/2017	27	SB157	0	0	88	21	0	0	0	2	0	38	15	7	0	0	0	0	0	47	0	0	0	23	0	0	41	87	0	0	3	141	3	0	0	8	0	0	0	0	5	1654	0	0	0	32	0	0	0	0	0	1099	0	0	0	0	0	13	315	0	1248	0	0	0	0	235	104	0	0	0	0	335	0	0	0	16	254	0	0	0	58	0	0	21	3	0	1362	0	0	0	9	0	0	0	0	0	35	0	9906	0	0	60	0	13	0	0	0	0	0	2	26	0	0	3	12	0	8	0	0	0	0	0	0	4	0	13	6	0	0	0	0	0	20	10	9	0	0	0	0	6920	48	112	28	6	0	0	38	8	0	0	0	0
6/22/2017	32	SB158	0	0	1	33	0	0	0	8	12	0	0	5	0	0	0	0	83	11	147	0	0	200	0	0	368	327	0	0	0	543	63	0	0	312	0	0	0	0	13	6887	0	0	0	0	0	0	5	0	12	1128	0	2	0	14	0	9	2947	0	1753	0	0	0	0	400	770	0	0	2	0	890	0	0	0	65	233	0	0	0	8060	53	0	20	12	0	5033	0	0	0	12	0	0	0	0	0	353	0	32794	0	0	549	0	59	0	17	0	0	0	0	2	0	0	0	26	0	0	0	0	0	0	0	0	2	0	27	51	0	0	0	0	0	0	169	178	0	0	0	0	4859	3	9009	9	0	0	12	47	10	0	0	0	0
6/22/2017	36	SB159	0	0	0	42	0	0	0	12	0	0	2	6	0	0	0	0	93	0	162	0	0	64	0	0	280	142	0	0	0	563	72	5	0	422	0	0	0	0	22	4264	0	0	0	0	0	0	6	0	27	2461	0	0	0	18	0	0	950	0	1162	0	0	0	0	0	2910	0	0	11	0	445	0	0	0	14	320	0	0	0	5599	38	0	9	7	0	1624	0	10	0	0	0	0	0	0	0	203	0	12984	0	0	235	13	59	0	8	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	24	0	49	193	0	0	0	0	0	0	514	150	0	0	0	0	1268	8	8549	0	7	0	10	29	2	0	0	0	0
5/19/2015	32	SB16	0	11	0	7	0	3	0	0	0	0	2	0	0	0	0	8	103	41	5	0	0	4	0	0	0	0	0	0	0	24	0	0	0	8	0	0	0	0	0	123	0	10	7	0	0	0	0	0	0	18	0	0	0	0	0	0	25	28	32	0	0	0	0	3	3	0	0	7	0	24	0	0	0	77	102	0	0	0	0	0	0	67	943	0	10	0	0	4	55	0	0	3	0	0	124	0	32	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	7	0	0	157	0	28	165	0	0	0	0	0	0	26	3	10	0	0	0	184	0	787	0	4	20	0	31	0	0	0	0	0
7/31/2017	18	SB160	0	0	3	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	15	0	0	0	0	0	0	0	0	10	0	0	0	0	19	1	0	0	0	0	6	31	0	0	15	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	19	0	2	0	0	0	0	0	0	0	0
7/31/2017	22	SB161	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	19	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	10	0	10	0	0	0	0	2	2	0	0	0	0	9	7	0	0	28	2	0	0	0	2	2	0	0	0	0	11	0	0	0	0	0	0	0	4	0	2	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	128	0	24	0	0	0	0	0	0	0	0	0	0
7/31/2017	27	SB162	0	0	0	219	0	0	0	13	0	0	0	0	0	0	0	0	2	25	0	0	0	34	0	0	14	166	2	0	0	296	21	0	0	425	0	0	0	0	0	9362	0	0	0	0	0	0	0	0	0	629	0	0	0	71	0	0	377	0	5073	0	0	0	0	73	3	0	0	0	0	2613	0	0	0	50	858	0	0	0	10	251	0	2	3	0	1286	0	0	0	3	0	0	0	0	77	135	0	4708	0	0	220	0	28	0	23	0	0	0	0	0	0	0	0	124	0	91	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	12	378	0	0	0	0	11285	0	734	7	0	0	0	0	5	0	0	0	0
7/31/2017	32	SB163	0	0	0	67	0	0	0	0	0	0	0	2	0	0	0	0	30	0	5	0	0	35	0	0	6	195	34	0	0	173	13	0	0	120	0	0	0	0	0	3633	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	217	0	2307	0	0	0	0	105	105	0	0	3	0	817	0	0	0	4	648	0	0	0	24	613	0	0	5	0	2098	0	0	0	4	0	0	0	0	0	68	0	8221	0	0	68	0	12	0	14	0	0	0	0	0	0	0	0	55	0	26	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	437	0	0	0	0	2184	0	2593	0	0	0	0	0	5	0	0	0	0
7/31/2017	36	SB164	0	0	0	56	0	0	0	0	0	0	0	5	0	0	0	0	227	6	21	7	0	37	0	0	123	607	48	0	0	1008	80	0	0	229	0	0	0	0	14	4667	0	0	0	0	0	0	0	0	0	752	0	3	0	3	0	3	274	0	2583	0	0	0	0	29	483	0	0	0	0	869	0	7	0	9	819	0	0	0	108	883	0	3	6	0	2183	0	5	0	7	0	0	0	0	0	329	0	8847	9	0	113	0	52	0	21	0	0	0	0	0	0	0	0	68	0	52	0	0	0	0	0	0	11	0	25	0	0	0	0	0	13	0	23	700	0	0	0	0	2304	2	5598	0	0	0	0	11	10	0	0	0	0
8/22/2017	6	SB165	0	0	0	16	0	0	0	0	0	2	12	0	0	0	0	0	280	0	6	0	0	15	0	0	1235	705	0	0	348	185	4	0	0	16	0	0	0	0	0	3307	0	3	0	0	172	1827	8	0	0	644	0	0	0	0	0	0	24	0	37	0	0	0	0	0	48	0	0	2	0	271	0	0	0	6	539	0	0	0	9	0	0	235	0	0	12	0	6	0	5	0	0	0	0	0	115	0	296	0	0	25	0	52	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	116	25	5	0	0	0	0	0	11	1332	0	2	0	0	1098	2	454	17	12	0	3	204	0	0	0	0	0
