BG_ID	Date	Station	Total Phyto Reads	Actinocyclus	Actinoptychus	Adriamonas	Alexandrium	Amoebophrya_sp_Dinophysis	Amoebophrya_sp_Gymnodinium	Amoebophrya_sp_Karlodinium	Amoebophrya_sp_Prorocentrum	Amoebophrya_sp_Scrippsiella	Apedinella	Aplanochytrium	Archaeplastida	Asteromphalus	Aulacoseira	Aureococcus	Bacillariophyceae	Bathycoccus	Bicosoeca	Bicosoecida	Biddulphia	Bolidomonas	Brockmanniella	Cerataulina	Chaetoceros	Charophyta	Chlamydomonadales	Chlamydomonas	Chlorophyceae	Chlorophyta	Chloroplastida	Chromulinales	Chroomonas	Chrysocampanula	Chrysochromulina	Chrysophyceae	Coccolithales	Cocconeis	Coscinodiscus	Crustomastix	Cryptomonadales	Cryptomonas	Cryptophyceae	Cyclotella	Cylindrotheca	Cymbomonas	Desmodesmus	Dinoflagellata	Dinophysis	Ditylum	Duboscquella	Eucampia	Euduboscquella	eukaryote_marine_clone	Eunotogramma	Gonyaulacales	Gonyaulax	Guinardia	Gymnodinium_clade	Gyrodinium	Hafniomonas	Helicotheca	Hemiarma	Hemiselmis	Heterocapsa	Heterosigma	Isochrysidales	Karlodinium	Katablepharis	Lauderia	Lepidodinium	Leptocylindrus	Mallomonas	Mamiella	Mantoniella	Mediophyceae	Melosira	Micromonas	Monomastix	Mychonastes	Nannochloropsis	Navicula	Neoceratium	Nephroselmis	Nerada	Nitzschia	Noctiluca	Ochrophyta	Odontella	Ostreococcus	Oxyrrhis	Paramonas	Paraphysomonas	Pavlova	Pedinellales	Pedinomonas	Peridiniopsis	Phaeocystis	Plagioselmis	Pleurosigma	Protoperidinium	Prymnesiales	Prymnesiophyceae	Prymnesium	Pseudoisochrysis	Pseudonitzschia	Pseudopedinella	Pteridomonas	Pterosperma	Pyramimonas	Rhizosolenia	Rhodomonas	Skeletonema	Spermatozopsis	Spumella	Stramenopiles	Suessiaceae	Syndiniales	Synedra	Synura	Teleaulax	Telonema	Tetraselmis	Thalassiosira	Thoracosphaeraceae	Thraustochytriaceae	Thraustochytrium	Trebouxiophyceae	Triparma	Ulnaria	Ulvophyceae	Vorticellides	Zygnematophyceae	Stoeckeria	Peridiniales	Akashiwo	eukaryote_clone	Picochlorum	Minidiscus	Fragilariopsis	Scrippsiella	Prorocentrum	Amoebophyra	Amoebophyra_sp_Cochlodinium	Stephanodiscus	Thraustochytriidae	Entomoneis	Pedinophyceae	Symbodinium	Geminigera	prasinophyte	Paragymnodinium	Pediastrum	Gymnodinium	Discostella	Amoebophrya
SB409	3/20/2019	6	12222	0	0	21	4	0	0	0	0	0	0	0	0	0	21	0	5	0	0	344	0	14	0	0	0	399	34	16	212	258	9	0	25	0	18	20	0	0	0	25	1796	3502	0	0	0	0	0	457	0	2	0	0	0	140	0	0	0	0	2	8	0	0	0	62	0	0	0	0	57	0	0	0	74	0	0	2911	0	0	61	2	0	0	0	8	46	6	0	987	0	82	0	94	48	0	0	21	15	0	86	0	0	0	0	0	0	0	3	0	0	4	0	0	17	14	0	39	19	0	6	46	98	35	11	8	0	0	19	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SB410	3/20/2019	657	12596	0	0	16	2	0	0	0	0	0	0	0	0	0	17	0	4	0	0	40	0	3	0	0	0	118	48	26	176	369	2	0	19	0	9	11	0	0	0	6	945	3108	0	0	0	0	0	394	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	10	0	0	0	0	68	0	0	0	92	0	0	5846	0	0	47	11	0	0	0	6	24	0	0	574	0	2	0	16	114	0	0	9	2	2	104	0	0	0	0	0	0	0	5	0	0	0	0	0	35	9	0	16	4	0	0	73	34	20	2	0	0	0	21	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SB411	3/28/2019	36	7799	0	0	0	0	5	0	11	158	50	7	28	0	0	0	0	19	73	0	0	0	9	0	0	29	93	0	0	0	87	2	0	0	0	151	0	0	0	0	0	927	3	0	69	10	0	0	1271	0	6	0	0	20	584	0	0	0	2	102	259	0	0	0	23	0	0	0	10	425	0	0	0	0	0	7	227	0	71	0	0	13	42	0	0	0	10	0	124	0	221	0	0	3	0	9	0	0	0	0	0	0	43	7	8	0	0	0	0	0	356	0	211	25	0	0	730	0	0	0	0	675	78	0	11	2	6	2	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460
SB412	3/28/2019	27	13098	0	3	0	5	29	0	31	130	38	72	14	0	0	0	0	0	194	0	0	0	33	0	0	79	41	0	0	0	386	3	0	0	0	131	0	5	0	20	0	1392	2	0	54	0	0	0	1943	0	26	0	0	0	547	0	0	0	8	180	187	0	0	0	94	0	0	0	37	242	0	0	2	0	0	20	629	0	247	0	0	0	0	0	0	0	2	0	115	0	416	0	0	2	0	17	0	0	0	0	0	6	54	4	30	2	0	2	0	0	516	0	428	449	0	0	608	0	0	0	0	3256	172	0	62	14	7	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76
SB413	3/28/2019	18	8308	0	0	0	357	9	0	4	4	0	38	2	0	0	0	0	0	55	0	0	0	39	0	0	123	16	0	0	7	82	23	0	0	0	50	0	0	0	6	0	1062	2	0	0	0	0	0	745	9	28	6	2	11	210	0	0	0	8	175	142	0	0	0	60	0	21	0	1	54	0	0	20	0	0	1	1140	0	52	0	0	2	4	0	0	0	0	5	294	0	100	0	0	21	0	32	5	0	11	0	0	7	9	6	0	0	4	6	0	0	143	0	161	1178	2	0	166	50	0	0	0	827	39	0	66	8	8	9	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532
SB414	4/18/2019	36	14326	0	0	0	0	2	0	31	761	61	48	10	0	0	0	0	2	31	8	0	0	48	0	0	252	28	0	0	27	120	11	0	0	0	58	0	5	0	873	0	1489	0	0	48	0	0	0	2155	0	14	0	0	0	375	0	0	0	186	229	125	0	0	0	95	0	2	0	8	414	0	0	0	0	2	51	113	0	248	0	3	10	0	0	0	0	0	0	49	0	25	0	0	13	19	22	0	0	0	0	0	16	53	3	169	59	0	14	0	0	1074	0	749	0	0	0	228	105	0	0	0	1881	223	906	0	2	7	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	723
SB415	4/18/2019	27	14209	0	0	0	23	0	0	58	57	9	7	67	0	0	0	0	17	14	134	0	0	2	0	0	175	76	0	0	0	18	0	0	0	0	6	0	0	0	2463	0	183	0	0	0	3	0	0	6650	0	35	0	0	0	70	0	0	0	666	78	237	0	0	0	14	1052	4	0	32	60	0	1	0	0	0	2	24	0	51	0	0	27	0	0	0	0	2	134	33	0	7	0	0	2	0	3	0	0	0	0	0	27	22	8	8	0	3	2	0	3	47	0	159	36	0	0	18	107	0	0	0	157	28	325	35	3	33	1	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327
SB416	4/18/2019	18	20464	0	0	0	162	0	0	2	0	2	8	42	0	0	0	0	8	75	20	0	0	11	0	0	287	64	0	0	55	117	18	0	0	0	39	0	0	0	8863	0	468	4	0	26	0	0	0	1747	17	43	19	0	0	184	0	0	0	1279	172	67	0	0	0	22	2014	4	0	56	67	0	48	0	0	0	0	86	0	67	0	7	19	0	0	0	0	0	109	71	16	87	0	0	5	4	0	0	0	6	0	0	4	24	4	5	8	18	0	0	0	25	0	50	184	0	0	58	120	4	0	0	630	55	608	46	0	0	0	1610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524
SB417	4/25/2019	36	8200	0	0	0	0	0	0	6	124	0	12	12	0	0	0	0	0	44	2	0	0	11	0	0	61	6	0	0	0	124	5	0	0	0	16	0	0	0	537	0	1084	0	0	0	0	0	0	1805	0	2	0	0	0	147	0	0	0	2	5	39	0	0	0	190	0	0	0	10	288	0	0	0	0	0	6	163	0	324	0	0	7	0	0	0	0	2	0	22	0	168	0	0	0	0	0	0	0	0	0	0	0	2	6	16	0	0	12	0	8	353	0	77	14	0	0	80	52	0	0	0	979	20	963	28	0	3	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76
SB418	4/25/2019	27	27436	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	274	0	63	0	0	0	0	0	0	471	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	16680	0	0	55	21	0	0	0	0	0	0	0	0	0	0	33	201	0	0	0	0	0	0	242	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	56	0	6385	0	0	0	0	2616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SB419	4/25/2019	18	20844	0	0	0	52	0	0	14	0	2	14	0	0	0	0	0	0	19	0	0	0	2	0	0	23	35	0	0	7	48	0	0	0	0	3	0	0	0	13478	0	448	0	0	19	0	0	0	966	23	25	3	0	1	16	0	0	147	11	181	65	0	0	0	20	1894	0	0	29	23	0	166	0	0	0	0	0	0	37	0	7	14	0	0	0	0	0	18	2	0	66	0	0	3	0	6	0	0	17	0	0	46	3	0	3	0	0	0	0	0	48	0	28	10	0	0	19	0	0	0	0	108	48	112	81	0	3	0	2359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72
SB420	4/25/2019	13	15792	0	0	0	0	0	0	0	0	0	80	12	0	0	0	0	2	68	0	0	0	48	0	0	190	77	44	4	588	509	8	0	0	0	6	0	0	0	690	0	1968	2	18	306	8	0	9	1930	0	17	0	0	6	41	0	0	0	57	261	522	0	0	0	286	126	3	0	11	154	0	0	0	0	0	0	0	0	29	10	20	3	0	0	0	0	0	0	199	0	766	0	0	23	0	5	0	7	3	0	0	11	20	0	4	4	0	0	0	0	205	0	38	558	11	0	37	258	0	0	0	1403	12	113	16	16	29	62	2806	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1069
SB421	4/25/2019	6	9320	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	161	0	16	0	0	0	284	205	0	114	95	0	0	3	0	56	2	0	0	8	16	1736	1832	0	568	0	0	0	114	0	0	0	0	0	125	0	0	0	0	4	3	0	0	0	162	3	0	0	5	31	0	0	0	50	0	0	309	25	2	184	3	0	0	0	0	23	3	0	228	0	1778	0	5	136	0	0	6	0	0	82	0	0	0	0	0	0	0	3	0	0	0	0	0	633	25	0	6	50	0	8	18	152	8	0	0	0	0	10	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SB422	4/25/2019	657	11980	0	0	8	0	0	0	0	0	0	0	0	30	0	64	0	11	3	0	111	0	13	0	0	4	315	751	25	354	322	13	0	85	0	36	0	0	8	24	15	1359	3834	0	289	0	0	3	153	0	6	0	0	0	134	0	0	0	0	1	7	8	0	0	2	6	0	0	0	50	0	0	0	246	0	0	1091	12	0	306	4	0	17	0	9	17	0	0	523	0	10	0	4	198	0	0	26	25	0	151	0	2	0	0	0	0	0	12	0	0	0	0	0	796	15	0	17	4	0	1	119	98	53	18	0	0	3	88	49	0	17	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SB423	5/14/2019	36	9772	0	0	0	0	0	0	12	8	0	0	11	0	0	0	0	225	7	24	0	0	16	0	0	29	63	0	0	0	170	11	0	0	0	12	0	0	0	3	0	1767	4	0	0	0	0	0	95	0	0	0	0	1583	286	0	0	0	0	57	137	0	0	0	248	14	3	0	6	7	0	0	0	0	11	0	14	0	115	0	0	0	71	0	0	0	0	0	76	0	3692	14	0	11	0	12	0	0	0	0	0	0	2	0	6	3	0	0	0	0	5	0	22	0	0	0	13	0	0	0	0	542	3	0	249	0	9	23	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SB424	5/14/2019	27	19972	0	0	0	0	0	0	18	359	234	236	10	0	0	0	0	0	44	0	0	0	18	0	0	139	89	0	0	0	133	0	0	0	57	185	0	0	0	280	0	2266	0	0	1	0	0	0	3031	0	0	0	0	813	825	0	0	0	0	313	140	0	0	0	148	2865	0	0	0	314	0	0	0	0	9	29	78	0	256	0	0	0	0	0	0	0	28	0	29	0	268	0	0	3	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	31	0	109	646	0	0	767	0	0	0	0	3738	299	405	175	106	20	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168
SB425	5/14/2019	18	13585	0	0	0	151	0	2	80	77	960	95	22	0	0	0	0	0	37	0	0	0	6	2	0	41	11	0	0	6	76	6	0	0	16	9	0	0	0	343	0	577	0	0	5	0	9	0	4434	11	4	0	0	31	237	0	0	0	0	589	492	0	0	0	32	366	61	2	2	183	0	0	0	0	5	0	4	0	127	0	0	0	7	0	0	0	0	55	49	0	391	0	0	4	0	0	0	0	27	0	0	81	53	328	3	0	0	0	0	4	25	0	47	187	0	0	169	128	0	0	0	1294	104	333	26	1	3	0	479	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523
SB426	5/14/2019	13	16827	0	0	0	11	0	0	56	45	227	243	0	0	0	0	0	0	19	0	0	0	27	0	0	16	21	2	0	122	69	1	0	0	5	10	0	0	0	13	0	1035	2	0	176	0	0	0	5434	0	2	0	0	5	124	0	0	0	0	1375	242	0	0	0	105	0	44	0	0	532	0	0	0	0	64	0	0	0	122	0	3	0	0	0	0	0	0	0	58	0	815	0	0	8	0	6	0	0	3	0	0	6	5	2	1	0	0	0	0	3	74	0	39	189	0	0	40	741	0	0	0	3352	34	310	32	17	7	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	711
SB427	5/14/2019	6	8398	0	0	7	0	0	0	0	0	0	0	0	0	0	6	0	25	0	0	9	0	4	0	0	0	301	7	4	525	47	0	0	0	0	16	0	0	0	2	0	2470	326	0	2233	0	0	0	382	0	0	0	0	0	80	0	0	0	0	1	0	0	0	0	134	0	0	0	0	40	0	0	0	5	0	0	149	0	0	55	3	0	15	0	0	2	2	0	103	0	818	0	0	77	0	0	15	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	294	15	0	13	5	0	0	0	120	18	10	0	1	0	16	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SB428	5/14/2019	657	6558	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	19	0	0	186	0	20	0	0	0	247	191	0	183	70	0	0	3	0	48	4	0	2	0	10	1068	1433	0	92	0	0	0	93	0	0	0	0	0	67	0	0	0	0	5	0	5	0	0	48	0	0	0	0	0	0	0	0	30	0	0	957	24	3	113	4	0	3	0	0	26	2	0	316	0	69	0	4	199	0	0	38	1	0	72	0	0	0	0	0	0	0	5	0	0	0	0	7	87	25	0	28	24	0	20	67	101	21	7	0	0	0	9	11	0	51	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SB429	6/4/2019	34	4913	0	0	0	0	0	0	29	0	0	0	7	0	0	0	0	183	0	126	0	0	2	0	0	0	48	0	0	0	66	45	0	0	0	27	0	0	0	0	6	1141	0	0	0	0	0	0	346	0	0	68	0	29	140	0	0	0	0	8	37	0	0	0	120	0	0	0	0	4	0	0	0	0	0	0	0	0	11	0	0	4	54	0	0	0	0	0	84	0	572	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	118	1	0	0	30	4	0	0	0	1095	64	73	125	0	123	25	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SB430	6/4/2019	27	18199	0	0	0	0	0	0	67	0	0	0	50	0	0	0	0	0	366	0	0	0	0	0	0	0	132	0	0	0	229	0	0	0	0	186	0	0	0	0	0	1278	0	0	0	0	0	0	9775	0	0	0	0	176	151	0	0	0	0	0	0	0	0	0	225	0	0	0	3	544	0	0	0	0	0	0	2	0	425	0	0	0	0	0	0	0	0	0	4	0	701	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	69	0	0	0	836	244	0	370	0	0	0	2320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
SB431	6/4/2019	18	12358	0	0	0	167	0	10	4	179	0	3	14	0	0	0	0	0	7	0	2	0	6	0	13	24	37	0	0	0	34	0	0	0	0	16	0	0	0	14	0	401	0	0	0	8	0	0	5561	11	3	22	11	52	183	0	0	0	62	163	265	0	0	0	37	1489	0	0	39	55	0	0	37	0	17	0	20	0	105	0	0	0	0	177	0	0	0	101	72	0	545	0	0	0	0	15	0	0	54	0	4	22	18	11	0	0	11	0	0	0	21	0	97	200	0	0	43	0	0	0	0	628	49	86	40	0	6	2	946	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127
SB432	6/4/2019	13	12448	0	0	0	0	0	0	0	180	0	5	0	0	0	0	0	99	5	0	0	0	15	0	0	2	52	2	6	539	41	9	0	0	0	7	0	0	0	5	0	2686	0	0	412	3	0	0	1506	0	0	0	0	0	52	0	0	0	12	487	290	0	0	0	269	23	0	0	0	612	0	0	2	0	34	0	0	0	69	0	1	0	0	0	0	0	0	0	105	0	1180	0	0	24	0	3	9	0	0	0	0	8	2	0	0	0	0	0	0	0	4	0	74	266	3	0	33	1079	0	0	0	824	8	0	57	2	11	6	1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207
SB433	6/4/2019	6	11514	0	0	16	0	0	0	0	0	0	0	0	0	0	9	0	21	0	0	132	0	7	0	0	2	1002	13	4	513	95	0	0	0	0	17	0	0	0	0	5	4303	484	0	1298	0	0	0	42	0	0	0	0	0	158	0	0	0	0	0	0	17	0	0	184	0	0	0	0	14	0	0	0	9	0	0	166	1	0	269	6	0	21	0	0	23	0	0	396	0	1008	0	3	108	0	0	50	2	0	90	0	0	0	0	0	0	0	5	0	0	0	0	0	260	16	0	16	5	0	0	2	280	15	40	302	0	0	11	70	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SB434	6/4/2019	657	9262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	2	0	110	0	41	0	0	0	752	28	0	493	592	0	0	0	0	0	0	0	0	0	2	2040	1069	0	365	0	0	0	20	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	7	0	0	431	2	0	261	0	0	0	0	7	17	0	0	640	0	4	0	0	30	0	0	112	0	0	528	0	0	0	0	0	0	0	0	0	0	8	0	0	444	0	0	263	0	0	0	101	0	205	97	0	0	0	87	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SB435	6/25/2019	36	12108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	10	0	0	0	5	0	0	4	20	0	0	0	409	2	0	0	0	91	0	0	0	0	18	1493	0	0	0	0	0	0	183	0	0	0	0	0	313	0	0	0	0	39	0	0	0	4	342	0	0	0	0	206	0	0	0	0	221	0	5	0	103	0	0	0	0	0	0	0	2	0	22	0	2260	0	0	82	0	13	0	0	0	0	0	0	23	0	9	0	0	0	0	0	2	0	16	0	0	0	0	1173	0	0	0	4450	19	0	237	6	4	0	38	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262
SB436	6/25/2019	27	10437	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	13	4	0	0	0	0	0	84	19	0	0	0	41	0	0	0	0	76	0	0	0	3	0	399	2	0	0	0	0	0	2930	0	0	0	0	0	388	0	0	0	0	82	0	0	0	0	96	0	0	0	3	350	0	0	0	0	2	0	3	0	16	0	0	0	0	0	0	0	0	0	56	0	499	0	0	19	0	0	0	0	0	0	0	0	47	0	19	0	2	0	0	0	0	0	17	500	0	0	13	1088	0	0	0	1761	110	10	7	24	0	0	1560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164
SB437	6/25/2019	18	11756	0	0	0	0	0	0	2	72	0	8	7	0	0	0	0	0	0	2	0	0	6	0	0	7	3	0	0	13	15	0	0	0	0	0	0	0	0	30	0	77	2	0	29	0	0	0	7328	111	0	0	0	89	66	0	0	0	0	115	161	0	0	0	21	107	7	0	2	28	0	5	0	0	10	0	0	0	13	0	0	0	0	2353	0	0	0	0	11	0	115	0	0	2	0	0	0	0	0	0	6	8	8	0	6	0	0	0	0	0	4	0	6	35	0	0	17	0	6	0	0	350	21	8	48	0	4	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
SB438	7/1/2019	34	8017	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	161	0	5	0	0	0	0	0	18	35	0	0	0	59	6	0	0	0	19	0	0	0	0	5	628	0	0	0	0	0	0	159	0	0	0	0	0	45	0	0	0	0	12	7	0	0	0	96	0	0	0	3	99	0	0	0	0	278	0	49	0	63	0	0	0	6	0	0	0	0	0	152	0	1788	0	0	61	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	5	0	2	0	0	0	0	189	0	0	0	2106	0	4	1855	0	0	0	59	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
SB439	7/1/2019	27	16875	0	0	0	2	0	0	0	65	0	0	6	0	0	0	0	26	62	0	0	0	30	0	0	150	3	0	0	0	210	50	0	0	0	182	0	0	0	0	0	574	0	0	0	0	0	0	1531	0	0	0	0	0	433	0	0	0	0	97	2	0	0	2	164	0	0	0	0	457	0	0	0	0	14	0	5	0	222	0	0	0	0	0	0	0	0	0	100	0	2080	0	0	25	0	0	0	0	0	0	0	0	6	0	20	0	3	0	0	0	0	0	38	78	0	0	13	364	0	0	0	9240	144	3	202	0	3	3	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114
SB440	7/1/2019	18	10919	0	0	0	0	0	0	0	299	0	12	0	422	0	0	0	14	0	0	0	0	5	0	0	201	72	0	0	0	53	0	0	0	0	0	0	0	0	101	0	118	0	0	0	0	0	0	3993	81	0	0	0	49	245	0	27	0	0	322	46	0	0	0	0	507	0	0	0	219	30	0	3	0	12	0	0	0	226	0	0	0	0	0	0	0	0	40	38	0	265	0	0	31	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	33	0	8	144	0	0	0	0	4	0	0	1377	39	1362	9	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
SB441	7/1/2019	13	11379	0	0	0	0	0	0	1	605	3	30	0	0	0	0	0	12	14	3	0	0	8	0	0	31	63	0	0	10	113	5	0	0	0	28	0	0	0	18	0	623	0	0	194	0	0	0	1655	1	2	0	0	19	300	0	0	0	0	253	106	0	0	0	81	0	5	2	0	358	0	0	0	0	138	0	0	0	239	0	3	0	0	0	0	0	0	0	77	0	1634	0	0	60	0	13	0	0	0	0	0	6	20	0	0	0	3	0	0	0	10	0	11	42	0	0	32	369	12	0	0	2199	53	37	1588	7	4	0	56	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221
SB442	7/1/2019	6	11224	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	4	0	0	3	122	0	0	490	47	0	0	0	0	2	0	0	0	0	2	719	0	0	936	0	0	0	236	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	160	0	0	0	8	1113	0	0	0	0	1	0	84	0	0	23	5	0	3	0	0	0	0	0	127	0	239	0	0	0	0	79	37	0	0	12	0	0	0	0	0	0	6	0	0	0	0	0	0	89	27	0	17	6273	0	0	0	19	0	6	46	3	23	5	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
SB443	7/1/2019	657	4669	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11	0	6	182	0	16	0	0	0	264	18	2	158	175	0	0	0	0	4	3	0	4	0	5	1132	492	0	169	0	0	0	11	0	0	0	0	0	72	0	0	0	0	0	0	22	0	0	72	0	0	0	0	0	0	0	0	5	0	0	902	0	0	66	24	4	2	0	2	8	3	0	171	0	43	0	0	11	0	0	40	4	0	129	0	0	0	0	0	0	2	0	0	0	0	0	3	217	26	0	22	2	0	0	0	29	0	10	70	0	6	4	35	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SB444	7/24/2019	36	13952	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	670	0	0	0	0	0	93	0	0	0	0	82	0	0	0	0	1061	0	0	0	0	0	2653	0	0	0	0	0	0	223	0	0	0	0	0	714	0	0	0	0	944	0	0	0	0	361	0	0	0	3	926	0	0	0	0	0	0	34	0	58	0	0	0	0	0	0	0	0	0	0	0	2111	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	99	0	0	0	904	96	0	0	871	282	0	1592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104
SB445	7/24/2019	27	4056	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	231	0	0	0	2	0	0	0	1279	0	0	0	0	0	0	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SB446	7/24/2019	18	1205	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	743	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
