BG_ID	Date	Station	Total Phyto Reads	Actinocyclus	Actinoptychus	Adriamonas	Alexandrium	Amoebophrya_sp_Dinophysis	Amoebophrya_sp_Gymnodinium	Amoebophrya_sp_Karlodinium	Amoebophrya_sp_Prorocentrum	Amoebophrya_sp_Scrippsiella	Apedinella	Aplanochytrium	Archaeplastida	Asteromphalus	Aulacoseira	Aureococcus	Bacillariophyceae	Bathycoccus	Bicosoeca	Bicosoecida	Biddulphia	Bolidomonas	Brockmanniella	Cerataulina	Chaetoceros	Charophyta	Chlamydomonadales	Chlamydomonas	Chlorophyceae	Chlorophyta	Chloroplastida	Chromulinales	Chroomonas	Chrysocampanula	Chrysochromulina	Chrysophyceae	Coccolithales	Cocconeis	Coscinodiscus	Crustomastix	Cryptomonadales	Cryptomonas	Cryptophyceae	Cyclotella	Cylindrotheca	Cymbomonas	Desmodesmus	Dinoflagellata	Dinophysis	Ditylum	Duboscquella	Eucampia	Euduboscquella	eukaryote_marine_clone	Eunotogramma	Gonyaulacales	Gonyaulax	Guinardia	Gymnodinium_clade	Gyrodinium	Hafniomonas	Helicotheca	Hemiarma	Hemiselmis	Heterocapsa	Heterosigma	Isochrysidales	Karlodinium	Katablepharis	Lauderia	Lepidodinium	Leptocylindrus	Mallomonas	Mamiella	Mantoniella	Mediophyceae	Melosira	Micromonas	Monomastix	Mychonastes	Nannochloropsis	Navicula	Neoceratium	Nephroselmis	Nerada	Nitzschia	Noctiluca	Ochrophyta	Odontella	Ostreococcus	Oxyrrhis	Paramonas	Paraphysomonas	Pavlova	Pedinellales	Pedinomonas	Peridiniopsis	Phaeocystis	Plagioselmis	Pleurosigma	Protoperidinium	Prymnesiales	Prymnesiophyceae	Prymnesium	Pseudoisochrysis	Pseudonitzschia	Pseudopedinella	Pteridomonas	Pterosperma	Pyramimonas	Rhizosolenia	Rhodomonas	Skeletonema	Spermatozopsis	Spumella	Stramenopiles	Suessiaceae	Syndiniales	Synedra	Synura	Teleaulax	Telonema	Tetraselmis	Thalassiosira	Thoracosphaeraceae	Thraustochytriaceae	Thraustochytrium	Trebouxiophyceae	Triparma	Ulnaria	Ulvophyceae	Vorticellides	Zygnematophyceae	Stoeckeria	Peridiniales	Akashiwo	eukaryote_clone	Picochlorum	Minidiscus	Fragilariopsis	Scrippsiella	Prorocentrum	Amoebophyra	Amoebophyra_sp_Cochlodinium	Stephanodiscus	Thraustochytriidae	Entomoneis	Pedinophyceae	Symbodinium	Geminigera	prasinophyte	Paragymnodinium	Pediastrum	Gymnodinium	Discostella	Amoebophrya
SB57	8/18/2016	18	1279	0	2	0	0	0	0	7	9	7	0	4	0	0	0	0	12	39	0	8	0	0	0	6	14	8	0	0	0	13	2	0	0	0	3	0	0	0	6	0	38	0	5	0	0	0	0	144	0	0	0	0	7	16	0	0	18	6	0	69	0	0	0	36	0	0	6	19	41	0	0	0	0	2	0	0	0	41	0	0	0	7	20	0	0	0	4	13	3	40	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	7	72	0	0	43	0	0	0	0	147	25	0	62	0	0	0	9	0	0	0	0	0	0	0	0	0	11	95	0	11	0	7	0	0	0	0	4	0	53	0	1	0	14	0	0
SB58	8/18/2016	22	1834	0	8	0	0	2	2	10	19	0	10	2	0	0	0	0	9	55	0	13	0	2	0	8	11	4	0	0	0	6	0	0	0	0	9	0	0	0	13	0	80	0	21	0	0	0	0	152	0	0	0	0	9	22	0	0	13	0	0	72	0	0	0	64	2	0	5	24	58	0	0	0	0	0	0	0	0	75	0	0	0	0	10	0	0	0	17	21	0	56	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	24	90	0	0	110	0	4	0	0	201	13	0	72	4	0	0	13	0	0	0	0	0	0	0	0	0	15	155	0	31	4	24	3	0	0	0	3	0	106	0	0	0	35	0	0
SB59	8/18/2016	27	41442	0	41	0	0	0	66	506	813	0	26	19	0	0	0	0	109	600	9	0	0	33	0	0	23	34	0	2	0	384	5	0	0	0	791	0	1	0	11	0	818	0	174	0	18	0	0	3159	0	0	20	0	49	924	0	0	0	0	15	2993	0	0	0	812	0	0	6	7729	1372	0	0	0	0	48	0	447	0	1479	0	0	6	0	0	78	0	15	0	207	0	831	0	0	33	0	16	0	0	0	0	0	43	620	0	11	0	0	0	0	0	952	0	332	2008	0	0	708	0	149	0	0	2763	227	9	351	12	20	0	151	14	0	0	0	0	0	0	0	2	187	5337	0	612	48	1404	16	0	6	0	7	0	674	0	0	0	57	0	0
SB61	8/18/2016	36	2387	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	7	8	0	0	0	5	0	0	0	4	0	0	0	19	0	0	0	0	47	0	0	0	0	0	87	0	15	0	0	0	0	78	0	0	0	0	0	21	0	0	0	0	3	6	0	0	0	46	0	0	0	206	42	0	0	0	0	15	0	58	0	134	0	0	0	5	0	5	0	0	0	36	0	186	0	0	16	0	0	0	0	0	0	0	0	13	0	5	0	0	0	0	0	63	0	15	42	0	0	50	0	16	0	0	216	6	24	29	0	0	0	29	2	0	0	0	0	0	0	0	0	6	650	0	21	0	41	0	0	0	0	2	5	89	0	0	0	3	0	0
SB62	8/18/2016	38	22283	0	5	0	0	0	7	106	119	0	14	1	0	0	0	0	29	89	3	3	0	54	0	0	6	15	0	0	0	188	2	0	0	0	491	0	0	0	0	0	672	0	106	0	0	0	0	968	0	0	0	0	33	311	0	0	0	0	13	233	0	0	0	352	0	0	0	3293	600	0	0	0	0	75	0	478	0	1041	0	0	0	5	0	43	0	2	0	194	0	652	0	0	113	0	7	0	0	0	0	0	27	118	0	75	0	0	0	0	0	694	0	199	691	0	0	459	0	81	0	0	1818	39	69	221	0	0	0	141	10	0	0	0	0	0	0	0	0	99	5363	0	416	33	628	11	0	0	0	17	22	710	0	0	0	19	0	0
SB63	8/24/2016	6	19985	0	0	0	10	0	0	0	180	0	0	0	0	0	0	0	338	4	3	0	0	78	0	0	124	746	0	27	0	35	35	0	160	0	12	0	0	0	0	0	395	0	57	4872	2	0	0	557	0	0	0	0	0	236	0	0	15	0	0	8	0	0	0	1549	0	0	0	11	159	0	0	0	0	183	0	0	0	6	0	0	0	1	0	0	0	9	0	200	0	427	0	0	4	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	4	0	5	0	5	0	0	2468	0	0	5177	2	31	0	333	0	0	0	0	0	0	0	0	0	9	205	0	0	0	2	2	0	0	35	192	368	654	0	0	0	0	0	0
SB64	8/24/2016	13	5232	0	0	0	0	0	0	7	183	0	20	0	0	0	0	0	5	32	0	0	0	0	0	3	0	7	0	0	0	13	0	0	2	0	10	0	0	0	0	0	299	0	17	146	0	0	0	558	0	0	0	0	0	83	0	0	78	0	3	4	0	0	0	537	0	0	0	135	55	0	0	0	0	50	0	0	0	178	0	0	0	0	11	0	0	0	9	26	0	151	0	0	5	0	11	0	3	0	0	0	0	4	0	6	0	0	0	0	0	271	0	29	35	0	0	132	0	13	0	0	1077	19	15	333	0	2	0	64	0	0	0	0	0	0	0	0	0	0	89	0	0	3	12	9	0	0	0	14	5	367	0	0	0	92	0	0
SB65	8/24/2016	18	193	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	3	0	2	0	0	0	0	9	0	0	0	2	2	0	0	0	19	0	0	15	0	0	0	4	3	0	0	9	4	0	0	0	0	0	0	0	0	7	0	0	0	0	8	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	2	5	0	0	2	0	0	0	0	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	3	0	0	0	0	0	0	0	10	0	0	0	6	0	0
SB66	8/24/2016	22	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	7	0	0	0	7	7	0	0	0	0	0	0	3	0	10	0	0	0	0	2	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	10	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	0	2	0	0	0	0	0	2	7	0	0	0	0	0	0
SB67	8/24/2016	27	6881	0	6	0	0	0	3	216	50	0	2	2	0	0	0	0	39	65	10	0	0	6	0	0	5	7	0	2	0	77	21	0	0	0	28	0	0	0	0	0	193	0	60	0	4	0	0	399	0	0	0	0	10	332	1	0	0	0	0	791	0	0	0	156	0	0	0	578	172	0	0	0	0	19	0	38	0	167	0	0	0	0	0	20	0	10	0	27	0	147	0	0	4	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	212	0	129	346	0	0	355	0	9	0	0	623	12	8	134	0	0	0	8	4	0	0	0	0	0	0	0	2	17	833	0	175	10	109	16	0	2	0	0	0	187	0	0	0	8	0	0
SB68	8/24/2016	32	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	3	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
SB69	8/24/2016	36	966	0	0	0	0	0	0	2	4	0	0	0	0	0	2	0	3	4	0	0	0	0	0	0	0	6	0	4	0	13	0	0	0	0	17	0	0	0	0	0	48	2	0	0	0	0	0	15	0	0	0	0	4	23	0	0	0	0	0	22	0	0	0	32	0	0	0	27	18	0	0	0	0	10	0	11	0	124	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	3	21	0	0	54	0	0	0	0	76	7	0	30	0	0	0	7	0	0	0	0	0	0	0	0	0	4	76	0	80	5	0	0	0	0	0	6	0	22	0	0	0	5	0	0
SB70	8/24/2016	657	19010	0	0	15	0	0	0	0	0	0	0	0	453	0	8412	0	18	0	0	494	0	48	0	0	0	1342	1	175	67	149	0	0	0	0	35	10	0	6	0	50	70	1389	7	821	0	0	0	12	0	0	0	0	0	193	0	0	0	0	0	0	45	0	0	431	0	0	0	3	0	0	0	0	11	2	0	19	7	14	11	12	0	17	0	0	52	0	0	850	0	15	0	0	36	0	0	80	295	0	428	0	0	0	0	0	0	0	0	0	0	0	0	1058	168	66	0	31	0	0	7	4	26	0	7	433	0	0	6	0	0	184	0	165	198	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	228	0	0	72	2	0	0
SB71	9/9/2016	18	1420	2	0	0	7	0	0	3	7	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	11	0	2	3	0	0	0	74	8	2	0	0	3	0	0	0	250	0	0	41	0	0	0	7	72	7	0	58	16	0	0	0	0	4	0	0	0	22	0	0	0	0	191	0	0	0	8	0	0	31	0	0	0	0	0	0	0	2	0	0	2	4	0	5	0	0	0	0	0	33	0	0	12	0	0	10	1	0	0	0	54	0	15	23	0	0	0	0	0	0	0	0	0	0	0	175	0	24	31	0	0	0	2	0	0	0	0	0	0	16	0	6	0	107	0	0
SB72	9/9/2016	22	1711	0	0	0	3	0	0	7	30	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	2	0	2	0	0	8	0	0	0	12	0	2	0	12	0	35	0	4	0	0	0	0	129	10	0	0	0	0	10	0	0	20	4	0	39	0	0	0	42	50	4	0	98	23	0	0	0	0	6	0	0	0	65	0	0	0	0	159	0	0	0	46	15	0	54	0	0	0	0	0	0	0	5	0	0	0	0	0	8	0	0	0	0	0	53	0	7	7	0	0	19	0	0	0	0	108	6	0	126	0	2	0	4	0	0	0	0	0	0	0	131	0	49	108	0	0	0	7	2	0	0	0	2	0	36	0	0	0	53	0	0
SB73	9/9/2016	27	4386	0	2	0	0	0	0	38	95	0	14	0	0	0	4	0	0	112	0	0	0	7	0	0	0	2	0	3	0	11	3	0	0	0	19	0	2	0	4	0	134	2	3	0	0	0	0	923	0	0	0	0	1	18	0	0	0	0	3	63	0	0	0	250	0	0	0	156	21	0	0	0	0	8	0	0	0	180	0	0	0	0	0	5	0	0	0	13	0	101	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	72	0	81	27	0	0	44	0	3	0	0	919	0	8	50	3	7	0	0	0	0	0	0	0	0	0	0	0	105	155	0	0	3	436	21	0	0	0	7	0	115	0	0	0	129	0	0
SB74	9/9/2016	32	34113	0	0	0	0	0	0	92	363	0	24	9	0	0	4	0	46	894	6	44	0	42	0	0	6	98	0	0	0	169	16	0	0	0	354	0	14	0	0	2	1038	2	142	0	2	0	0	1969	0	0	0	0	284	437	0	0	0	0	0	867	0	0	0	1677	0	14	0	496	192	0	0	0	0	214	0	16	0	1894	0	0	0	2	0	141	0	0	0	192	0	9856	52	0	58	0	36	0	0	0	0	0	0	10	0	62	0	0	0	0	0	214	0	793	741	0	0	1324	0	7	0	0	2902	110	23	354	0	18	0	676	16	0	0	0	0	0	0	0	0	224	1072	0	312	222	1868	137	0	2	0	27	0	781	0	0	0	454	0	0
SB75	9/9/2016	36	26356	0	7	0	0	0	12	81	294	0	40	4	0	0	0	0	29	954	0	35	0	27	0	0	0	33	0	0	0	118	28	0	0	0	269	0	6	0	0	0	1139	0	195	0	12	0	0	2011	0	0	0	0	235	399	0	0	0	0	11	390	0	3	0	1250	11	0	0	366	140	0	0	0	0	88	0	4	0	3346	0	0	0	0	0	177	0	0	0	158	0	2925	0	0	41	0	9	0	0	0	0	0	0	2	0	27	0	0	0	0	0	273	0	1053	980	0	0	1068	0	2	0	0	2785	194	15	432	3	13	0	351	9	0	0	0	0	0	0	0	0	144	1420	0	12	144	1326	55	0	0	0	11	43	689	0	0	0	458	0	0
SB76	9/20/2016	6	20399	0	0	0	0	0	0	0	272	3	0	0	0	0	0	0	203	4	7	0	0	34	0	54	149	278	0	33	0	39	3	0	108	0	6	0	0	0	0	0	628	0	80	4168	8	0	0	1097	0	0	0	0	0	47	0	0	0	0	0	0	0	0	2	1528	0	0	0	25	288	0	0	0	0	320	0	0	0	23	0	4	3	0	0	0	0	5	0	118	0	1527	0	0	12	0	26	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	22	0	0	0	6	0	20	0	0	3538	0	0	2573	24	103	0	58	0	0	5	0	0	0	0	0	0	15	182	0	0	0	64	5	0	0	16	166	1454	927	0	0	0	107	0	0
SB77	9/20/2016	13	1528	2	0	0	0	0	0	15	31	0	0	0	0	0	0	0	3	36	0	0	0	5	0	0	0	3	0	0	0	5	0	0	0	0	8	0	0	0	0	0	75	0	20	9	0	0	0	141	0	2	0	0	0	19	0	0	0	0	0	19	0	0	0	62	0	0	0	152	35	0	0	0	0	25	0	0	0	180	0	0	0	0	1	0	0	0	2	9	0	65	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	28	0	9	25	0	0	63	0	3	0	0	171	14	0	66	0	0	0	6	2	0	0	0	0	0	0	7	0	2	101	0	14	0	18	0	0	0	0	0	0	34	0	0	0	37	0	0
SB78	9/20/2016	18	62652	40	5	0	559	2	0	661	1162	15	55	45	0	5	0	0	253	969	6	4	2	20	6	5	90	95	0	0	0	83	69	0	0	0	303	0	1	0	19	0	1493	0	277	115	34	20	0	8304	115	60	0	69	368	747	0	48	32	159	3	4266	0	0	0	1181	0	352	15	3657	1150	0	0	106	0	139	0	0	0	2209	0	0	0	141	3754	17	0	0	220	248	3	588	0	0	16	0	40	0	0	67	0	1	22	191	0	83	0	0	0	8	29	2124	0	238	436	0	0	1750	0	15	0	0	3603	401	30	268	0	43	0	155	8	0	27	0	0	0	0	6697	15	120	4732	0	0	112	2040	69	0	0	0	13	0	1197	0	48	0	3690	0	0
SB79	9/20/2016	22	3836	0	4	0	10	4	0	36	29	0	5	0	0	0	0	0	18	139	0	4	0	9	3	0	6	9	0	0	0	7	5	0	0	0	18	0	0	0	0	0	101	0	16	0	2	0	0	449	1	14	0	0	9	46	0	0	0	5	0	156	0	0	0	103	0	7	0	436	111	0	0	0	0	6	0	9	0	88	0	0	0	6	28	0	0	0	32	14	0	24	0	0	9	0	5	0	0	0	0	0	0	12	0	0	0	0	0	0	0	231	0	32	44	0	0	75	0	11	0	0	317	16	0	87	0	0	0	5	0	0	0	0	0	0	0	27	0	11	516	0	26	2	147	7	0	0	0	0	0	88	0	0	0	199	0	0
SB80	9/20/2016	27	12823	3	98	0	0	0	4	65	38	0	71	0	0	0	0	0	96	428	0	15	0	15	0	0	0	49	0	0	0	82	17	0	0	0	106	0	3	0	18	2	525	2	85	0	14	0	0	1376	0	14	22	0	0	271	0	0	1	0	2	58	0	6	0	637	0	0	0	437	258	0	0	0	0	0	0	0	0	509	0	0	0	0	0	38	0	6	0	157	0	241	0	0	2	0	15	0	0	0	0	0	5	15	0	19	0	0	0	0	0	829	0	313	322	0	0	621	0	59	0	0	1277	68	3	1830	8	0	0	8	12	0	0	0	0	0	0	0	0	34	573	0	130	4	231	4	0	0	0	4	0	475	0	0	0	193	0	0
SB81	9/20/2016	32	3083	0	12	0	0	0	0	38	4	0	9	0	0	0	0	0	6	62	0	2	0	7	0	0	0	8	0	0	0	9	3	0	0	0	31	0	0	0	0	6	125	0	17	0	3	0	0	307	0	0	0	0	0	40	0	0	0	0	0	15	0	0	0	98	0	0	0	163	76	0	0	0	0	11	0	0	0	289	0	0	0	0	0	20	0	2	0	44	0	111	0	0	2	0	0	0	0	0	0	0	0	8	0	8	0	0	0	0	0	136	0	39	102	0	0	140	0	23	0	0	367	18	5	276	0	0	0	8	7	0	0	0	0	0	0	0	0	12	225	0	9	0	34	0	0	0	0	0	7	132	0	0	0	7	0	0
SB82	9/20/2016	36	25952	0	49	0	0	0	0	174	34	0	29	12	0	0	0	0	76	577	3	15	0	26	0	0	8	72	0	0	0	347	13	0	0	0	540	0	0	0	0	0	965	0	150	0	4	0	0	2444	0	0	0	0	9	138	0	0	0	0	1	44	0	3	0	1384	0	17	0	656	393	0	0	0	0	194	0	0	0	3244	0	0	0	15	0	71	0	24	0	230	0	1223	0	0	49	0	0	0	0	0	0	0	0	35	0	85	0	0	0	4	0	854	0	269	828	0	0	1156	0	274	0	0	2688	122	50	2430	0	0	0	271	16	0	0	0	0	0	0	0	0	64	1603	0	50	4	259	0	0	0	0	13	3	1552	0	0	0	89	0	0
SB83	9/20/2016	657	2158	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	135	0	16	0	0	0	290	91	23	10	54	0	0	0	0	15	5	0	0	0	2	12	229	0	120	0	0	0	9	0	0	0	0	0	67	0	0	0	0	0	0	5	0	0	212	0	0	0	6	0	0	0	0	6	0	0	4	0	3	2	0	0	8	0	0	30	0	0	92	0	0	0	0	6	0	0	9	14	0	61	0	0	0	0	0	0	0	0	0	0	0	0	243	67	8	0	20	0	0	0	2	7	0	19	33	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	42	0	0	0	0	151	0	0	14	0	5	0
SB84	10/11/2016	18	10637	10	0	0	96	0	5	59	208	23	27	0	0	0	0	0	25	547	0	0	0	14	0	0	16	89	0	0	0	11	6	0	0	0	27	0	0	0	23	0	296	0	33	7	0	22	0	1407	39	0	0	0	37	83	0	0	34	8	0	750	0	0	0	182	31	28	0	328	311	0	0	0	0	25	0	18	0	304	0	0	0	11	43	7	0	0	23	58	0	378	0	0	3	0	0	0	0	11	0	2	2	15	16	58	0	0	0	6	0	289	0	113	112	0	0	775	0	0	0	0	482	85	17	12	2	7	0	35	8	0	4	0	0	0	0	1159	9	5	505	0	0	9	367	16	0	0	0	0	0	224	0	0	0	640	0	0
SB85	10/11/2016	22	11313	21	2	0	214	0	0	17	150	15	23	0	0	6	0	0	14	446	0	5	0	3	2	5	7	41	0	0	0	2	5	0	0	0	35	0	0	0	68	0	228	0	46	12	6	11	0	1760	63	12	8	0	34	82	0	0	49	0	0	522	0	0	0	239	0	15	0	398	267	0	0	0	0	6	0	6	0	440	0	0	0	5	53	10	0	0	20	41	3	232	0	0	5	0	0	0	0	3	0	4	2	17	5	12	0	0	0	0	0	449	0	113	111	0	0	640	0	0	0	0	554	44	36	61	4	0	0	19	6	0	0	0	0	0	0	1731	0	34	547	0	0	10	228	7	0	0	0	8	0	257	0	0	0	757	0	0
SB86	10/11/2016	27	2212	0	0	0	2	0	5	5	15	0	2	0	0	0	0	0	2	202	0	0	0	3	0	0	0	8	0	0	0	14	2	0	0	0	5	0	0	0	0	0	129	0	18	0	0	0	0	194	0	0	2	0	2	14	0	0	0	0	0	99	0	0	0	143	0	0	0	58	36	0	0	0	0	0	0	0	0	124	0	0	0	0	0	12	0	0	0	2	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	57	12	0	0	46	0	0	0	0	234	0	0	13	0	2	0	0	2	0	0	0	0	0	0	0	0	21	107	0	32	0	43	12	0	0	0	0	0	159	0	0	0	251	0	0
SB87	10/11/2016	32	57914	0	115	0	0	0	14	72	171	0	89	16	0	0	0	0	32	3435	0	3	0	94	0	0	0	261	0	0	0	282	67	0	0	0	625	0	0	0	9	3	3394	0	830	0	10	0	0	5131	0	5	3	0	97	870	0	0	0	0	9	63	0	2	0	3321	0	7	0	988	819	0	0	0	0	88	0	0	0	7613	0	0	0	0	0	243	0	18	0	341	0	6738	5	0	30	0	21	0	0	0	0	0	4	0	0	132	0	0	0	5	0	2078	0	1007	924	0	0	1872	0	14	0	0	6591	239	104	759	12	53	0	392	28	0	0	0	0	0	0	0	2	621	3552	0	197	50	397	113	0	0	0	49	29	2051	0	0	0	705	0	0
SB88	10/11/2016	33	8895	0	6	0	0	0	0	3	17	0	17	8	0	0	0	0	0	454	0	0	0	14	0	0	0	24	0	3	0	37	2	0	0	0	102	0	0	0	0	0	551	2	79	0	0	0	0	814	0	4	0	0	0	146	0	0	0	0	3	20	0	0	0	531	0	2	0	117	149	0	0	0	0	25	0	0	0	1394	0	0	0	0	0	78	0	3	0	60	0	1129	0	0	6	0	0	0	0	0	0	0	0	8	0	26	0	0	0	0	0	257	0	161	108	0	0	294	0	0	0	0	1024	15	13	73	4	6	0	50	6	0	0	0	0	0	0	0	0	39	490	0	2	7	31	29	0	0	0	7	8	330	0	0	0	107	0	0
SB89	10/18/2016	6	3236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	34	5	34	0	0	0	5	0	0	7	0	0	0	0	0	0	0	213	0	5	183	0	0	0	398	0	0	0	0	0	22	0	0	0	0	0	31	0	0	0	339	0	0	0	3	73	0	0	0	0	43	0	0	0	11	0	0	0	0	0	0	0	2	0	96	0	125	0	0	11	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	4	0	0	259	2	0	170	5	0	0	6	0	0	0	0	0	0	0	0	0	0	69	0	0	0	97	4	0	0	0	10	176	600	0	0	0	158	0	0
SB90	10/18/2016	13	3051	0	0	0	0	0	0	16	81	0	0	0	0	0	0	0	8	77	0	0	0	0	0	2	0	2	0	2	0	5	5	0	0	0	11	0	0	0	2	0	101	0	35	12	3	0	0	473	1	0	5	0	4	27	0	0	0	0	0	25	0	0	0	150	0	3	0	141	109	0	0	0	0	54	0	0	0	246	0	0	0	0	0	0	0	0	0	27	0	91	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	97	0	33	23	0	0	141	0	0	0	0	366	41	9	64	0	0	0	30	0	0	0	0	0	0	0	42	0	19	228	0	0	0	25	0	0	0	0	0	0	163	0	0	0	50	0	0
SB91	10/18/2016	18	7903	15	9	0	11	0	3	198	98	8	0	9	0	0	0	0	16	90	0	0	0	5	0	3	9	18	0	0	0	5	8	0	0	0	42	0	0	0	28	0	167	0	29	0	0	12	0	1244	28	13	2	0	45	106	0	0	0	0	0	343	0	0	0	95	0	17	0	160	189	0	0	0	0	3	1	5	0	75	0	0	0	5	0	4	0	0	54	69	0	34	0	0	3	0	9	0	0	2	0	6	6	10	13	5	0	0	0	0	0	122	0	57	73	0	0	258	0	0	0	0	222	9	27	50	1	14	0	6	0	0	0	0	0	0	0	2752	2	33	428	0	3	2	95	11	0	0	0	0	0	144	0	0	0	265	0	0
SB92	10/18/2016	22	4837	3	22	0	11	0	17	30	49	13	7	0	0	0	0	0	16	165	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	25	0	0	0	13	0	152	0	19	0	6	0	0	791	1	5	0	0	26	121	0	0	0	0	0	196	0	0	0	136	0	0	0	252	164	0	0	0	0	3	0	0	0	84	0	0	0	14	0	7	0	0	9	73	4	46	0	0	8	0	0	0	0	0	0	0	16	7	0	11	0	0	0	0	0	199	0	77	74	0	0	193	0	4	0	0	302	24	9	135	0	12	0	12	5	0	0	0	0	0	0	226	0	31	394	0	0	9	116	16	0	0	0	0	0	213	0	0	0	254	0	0
SB93	10/18/2016	27	4489	0	42	0	0	0	0	28	10	0	2	0	0	0	0	0	8	170	0	23	0	14	0	0	0	47	0	2	0	20	16	2	0	0	4	0	4	0	0	0	205	0	51	0	0	0	0	493	0	3	0	0	0	146	0	0	0	0	0	91	0	0	0	224	0	0	0	532	118	0	0	0	0	5	0	0	0	70	0	0	0	3	0	0	0	6	0	28	0	50	0	0	11	0	0	0	0	2	0	0	0	14	0	5	0	0	0	0	0	102	0	145	65	0	0	393	0	41	0	0	302	36	2	107	0	0	0	0	9	0	0	0	0	0	0	0	0	106	310	0	28	0	52	27	0	0	0	0	0	176	0	0	0	139	0	0
SB94	10/18/2016	32	13530	0	88	0	0	0	3	27	41	0	15	0	0	0	0	0	59	232	18	19	0	56	0	0	7	23	0	0	0	81	44	2	0	0	140	0	7	0	7	0	438	0	68	0	26	0	0	846	0	0	0	0	0	601	0	0	0	0	0	90	0	0	0	492	0	9	0	2892	217	0	0	0	0	24	0	0	0	329	0	0	0	14	0	56	0	48	0	316	0	402	3	0	51	0	76	0	0	0	0	0	0	25	0	34	10	0	0	7	0	347	0	197	288	0	0	1009	0	22	0	0	854	92	7	265	0	3	0	72	14	0	6	0	0	0	0	0	0	323	1126	0	89	30	193	96	0	0	0	2	0	454	0	0	0	98	0	0
SB95	10/18/2016	657	11989	0	0	18	0	0	0	0	0	0	0	0	9	0	0	0	111	0	5	746	0	59	0	3	0	2043	1	193	6	121	0	0	0	0	24	29	0	5	0	18	18	1346	3	219	0	0	0	52	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	1350	0	0	0	0	4	0	0	0	5	0	0	5	0	2	29	33	0	0	2	0	80	0	0	863	0	62	0	5	143	0	0	16	98	0	448	0	0	0	0	0	0	0	0	0	0	0	0	1360	224	13	0	26	0	0	0	0	102	0	9	287	0	0	13	25	0	12	0	0	0	0	0	9	0	15	0	0	0	0	0	0	276	0	5	0	0	1094	0	0	5	2	17	0
